"","taxon","Parameter","Eta2_partial","CI","CI_low","CI_high"
"1","1","temperature",0.360382262233244,0.95,0.382631140842787,1
"2","1","temp_spike",0.0131384191697542,0.95,0.0130955999015285,1
"3","1","hydropeaking",0.000162215977668117,0.95,0.000157412116084875,1
"4","1","HFE",0.0265530359722631,0.95,0.0264930402021096,1
"5","1","temperature:temp_spike",0.0148753999157522,0.95,0.0148299098269572,1
"6","1","temperature:hydropeaking",0.00312576813100509,0.95,0.00310461005894773,1
"7","1","temperature:HFE",0.0811283212725387,0.95,0.0885229813129962,1
"8","1","temp_spike:hydropeaking",0.00380400922112185,0.95,0.00378071354536812,1
"9","1","temp_spike:HFE",0.000413210779340437,0.95,0.000405524573994053,1
"10","1","hydropeaking:HFE",3.29553275885453e-06,0.95,2.64165858079637e-06,1
"11","1","temperature:temp_spike:hydropeaking",0.0130735507415137,0.95,0.0130308079239174,1
"12","1","temperature:temp_spike:HFE",0.0135602741795848,0.95,0.0135167696000635,1
"13","1","temperature:hydropeaking:HFE",0.00616594095317937,0.95,0.00613633359794513,1
"14","1","temp_spike:hydropeaking:HFE",0.00389260293766846,0.95,0.0038690397490544,1
"15","1","temperature:temp_spike:hydropeaking:HFE",0.014457402315555,0.95,0.0144125322776183,1
"16","2","temperature",0.21359616686261,0.95,0.230042170955584,1
"17","2","temp_spike",0.00654567273853341,0.95,0.00651520787618347,1
"18","2","hydropeaking",0.00299536365711422,0.95,0.00297467495123459,1
"19","2","HFE",0.0487924304895822,0.95,0.0534110679564764,1
"20","2","temperature:temp_spike",0.000374066005921919,0.95,0.000366727777947962,1
"21","2","temperature:hydropeaking",0.000657425367304661,0.95,0.000647697276215252,1
"22","2","temperature:HFE",0.00399223505149406,0.95,0.00396834827692439,1
"23","2","temp_spike:hydropeaking",0.00305515014622221,0.95,0.00303425717812465,1
"24","2","temp_spike:HFE",0.0240001605675134,0.95,0.0239430581735569,1
"25","2","hydropeaking:HFE",0.00374383457364475,0.95,0.00372072243628635,1
"26","2","temperature:temp_spike:hydropeaking",0.00421432339889596,0.95,0.00418978778564081,1
"27","2","temperature:temp_spike:HFE",0.00142263613333504,0.95,0.00140833487777991,1
"28","2","temperature:hydropeaking:HFE",0.00984598303553915,0.95,0.00980873963625306,1
"29","2","temp_spike:hydropeaking:HFE",0.00812390187640313,0.95,0.00809002559878424,1
"30","2","temperature:temp_spike:hydropeaking:HFE",0.00255879547447084,0.95,0.0025396395644679,1
"31","3","temperature",0.382883411418651,0.95,0.405640452532992,1
"32","3","temp_spike",0.00140006374009935,0.95,0.00138590261809912,1
"33","3","hydropeaking",0.00406333015206506,0.95,0.00403926012777485,1
"34","3","HFE",5.47091751751106e-05,0.95,5.1934143422035e-05,1
"35","3","temperature:temp_spike",0.012844513735588,0.95,0.0128021348496858,1
"36","3","temperature:hydropeaking",0.00525566129951621,0.95,0.00522829614844934,1
"37","3","temperature:HFE",0.0918941452685479,0.95,0.100163119371198,1
"38","3","temp_spike:hydropeaking",0.000266224705358948,0.95,0.000260061202105267,1
"39","3","temp_spike:HFE",0.00332422981981424,0.95,0.00330244197009183,1
"40","3","hydropeaking:HFE",0.00240426734960897,0.95,0.00238572209126654,1
"41","3","temperature:temp_spike:hydropeaking",0.0174757995495158,0.95,0.017426654814895,1
"42","3","temperature:temp_spike:HFE",0.0175870322181667,0.95,0.0175377382570655,1
"43","3","temperature:hydropeaking:HFE",0.00762796589940654,0.95,0.0075950942886566,1
"44","3","temp_spike:hydropeaking:HFE",0.000362152240335098,0.95,0.000354958409923753,1
"45","3","temperature:temp_spike:hydropeaking:HFE",0.0179774460104076,0.95,0.0179276324368223,1
"46","4","temperature",0.233508069407529,0.95,0.250997873462519,1
"47","4","temp_spike",0.000483873661389391,0.95,0.000475553940452023,1
"48","4","hydropeaking",0.00530063996942732,0.95,0.00527318585503887,1
"49","4","HFE",0.0267289764833081,0.95,0.0266687737281802,1
"50","4","temperature:temp_spike",0.000715370535022971,0.95,0.000705223099055322,1
"51","4","temperature:hydropeaking",0.000613535328615032,0.95,0.000604137387173738,1
"52","4","temperature:HFE",0.00473575147391276,0.95,0.004709758640002,1
"53","4","temp_spike:hydropeaking",0.00506234800084855,0.95,0.00503551095446225,1
"54","4","temp_spike:HFE",0.0117299158898106,0.95,0.0116893868325143,1
"55","4","hydropeaking:HFE",0.00503056982773732,0.95,0.00500381613019919,1
"56","4","temperature:temp_spike:hydropeaking",0.000647219781044202,0.95,0.000637567442246187,1
"57","4","temperature:temp_spike:HFE",0.000420078558751228,0.95,0.000412301958322198,1
"58","4","temperature:hydropeaking:HFE",0.000619668473460405,0.95,0.000610223699213847,1
"59","4","temp_spike:hydropeaking:HFE",0.00497616006759791,0.95,0.00494954982033687,1
"60","4","temperature:temp_spike:hydropeaking:HFE",0.000734442063707148,0.95,0.000724160370833012,1
"61","5","temperature",0.0894955885331183,0.95,0.0975719217304726,1
"62","5","temp_spike",0.0411871719928382,0.95,0.0451200524560388,1
"63","5","hydropeaking",0.0243172653902453,0.95,0.0242598056250053,1
"64","5","HFE",0.184417848486181,0.95,0.199186282763283,1
"65","5","temperature:temp_spike",0.000216394324511384,0.95,0.000210814200210447,1
"66","5","temperature:hydropeaking",0.00489836070762109,0.95,0.00487193069550329,1
"67","5","temperature:HFE",0.0259279402923583,0.95,0.0258686403029881,1
"68","5","temp_spike:hydropeaking",0.0135595944286549,0.95,0.0135161169156782,1
"69","5","temp_spike:HFE",0.0495104246936975,0.95,0.0541931545533246,1
"70","5","hydropeaking:HFE",0.0228066503223263,0.95,0.0227509096070863,1
"71","5","temperature:temp_spike:hydropeaking",0.00956706189757517,0.95,0.00953033705304039,1
"72","5","temperature:temp_spike:HFE",0.00887532096288556,0.95,0.00883991822764689,1
"73","5","temperature:hydropeaking:HFE",0.00302499680376179,0.95,0.00300418010786308,1
"74","5","temp_spike:hydropeaking:HFE",0.0120388431724781,0.95,0.0119977994391805,1
"75","5","temperature:temp_spike:hydropeaking:HFE",0.00801488028836185,0.95,0.00798120145161809,1
