SampleID,HCOC,HYCA,HYCO,HYOC,HYOS,HYQU,CaptureDay,Seg,Latitude,Longitude,MeanTemp,RangeTemp,MeanQ,StageChange
L03393,0,0,0,0,0,0,132,C1,38.3028,-109.7857,12.24,22.26,179.30,7.06
L03395,0,0,0,0,0,0,131,C1,38.4061,-109.7491,12.13,22.07,179.30,7.13
L03422,0,0,0,0,0,0,192,C1,38.3028,-109.7857,12.24,22.26,179.30,7.06
L03544,0,0,0,52,0,0,186,C1,39.1569,-108.9602,11.05,20.10,159.28,6.13
L04398,0,0,0,2,0,0,216,C1,38.3131,-109.7652,12.22,22.23,179.30,7.07
L04400,0,0,0,0,0,0,207,C1,38.4591,-109.7597,12.09,21.99,179.30,7.15
L04401,0,0,0,0,0,0,194,C1,38.2753,-109.7929,12.26,22.30,179.30,7.04
L04432,0,0,0,0,0,0,243,C1,38.3131,-109.7652,12.22,22.23,179.30,7.07
L04433,0,0,0,0,0,0,244,C1,38.2402,-109.8099,12.32,22.40,179.30,7.00
L04434,0,0,0,0,0,0,250,C1,38.3131,-109.7652,12.22,22.23,179.30,7.07
L04560,1,0,0,0,0,0,131,C1,38.6043,-109.5791,11.84,21.53,159.28,7.05
L04748,0,0,0,0,0,0,256,C1,38.4285,-109.7356,12.12,22.04,179.30,7.13
L04751,0,0,0,0,0,0,256,C1,38.2557,-109.8093,12.28,22.33,179.30,7.03
L04765,0,0,0,2,0,0,199,C1,38.4591,-109.7597,12.09,21.99,179.30,7.15
L04768,0,0,0,0,0,0,206,C1,38.4591,-109.7597,12.09,21.99,179.30,7.15
L04769,0,0,0,0,0,0,207,C1,38.3028,-109.7857,12.24,22.26,179.30,7.06
L04793,0,0,0,0,0,0,157,C1,38.4061,-109.7491,12.13,22.07,179.30,7.13
L04875,0,0,0,25,0,0,193,C1,38.9632,-109.1948,11.34,20.62,159.28,6.43
L05678,0,0,0,0,0,0,102,C1,38.6043,-109.5791,11.84,21.53,159.28,7.05
L05679,0,0,0,0,0,0,116,C1,38.6043,-109.5791,11.84,21.53,159.28,7.05
L05681,0,0,0,0,0,0,144,C1,38.6043,-109.5791,11.84,21.53,159.28,7.05
L05682,0,0,6,1,0,0,172,C1,38.6043,-109.5791,11.84,21.53,159.28,7.05
L05683,0,0,17,2,0,0,221,C1,38.6043,-109.5791,11.84,21.53,159.28,7.05
L05684,0,0,27,2,0,0,242,C1,38.6043,-109.5791,11.84,21.53,159.28,7.05
L05685,0,0,9,0,0,0,256,C1,38.6043,-109.5791,11.84,21.53,159.28,7.05
L06102,0,0,0,0,0,0,277,C1,38.6043,-109.5791,11.84,21.53,159.28,7.05
L07194,0,0,0,0,0,0,253,C1,38.2908,-109.7946,12.25,22.27,179.30,7.05
L07197,0,0,0,2,0,0,244,C1,39.1528,-108.9968,11.10,20.18,159.28,6.15
L07198,1,0,0,19,0,0,243,C1,39.1528,-108.9968,11.10,20.18,159.28,6.15
L07200,0,0,0,0,0,0,201,C1,38.3930,-109.7464,12.14,22.08,179.30,7.12
L07355,0,0,1,0,0,0,263,C1,38.4168,-109.7378,12.13,22.05,179.30,7.13
L07364,0,0,0,0,0,0,264,C1,38.4168,-109.7378,12.13,22.05,179.30,7.13
L07365,0,0,0,0,0,0,262,C1,38.2753,-109.7929,12.26,22.30,179.30,7.04
L07458,0,0,0,0,0,0,178,C1,38.3516,-109.7793,12.20,22.19,179.30,7.08
L03396,0,0,0,0,0,0,133,C2,38.1305,-109.9555,12.67,23.56,312.49,5.64
L03417,0,0,0,0,0,0,205,C2,37.9808,-110.1621,12.70,23.59,312.49,5.64
L03419,0,0,0,0,0,0,195,C2,38.0830,-110.0378,12.69,23.58,312.49,5.64
L03420,0,0,0,0,0,0,196,C2,37.9808,-110.1621,12.70,23.59,312.49,5.64
L03538,0,0,0,0,0,0,193,C2,38.1305,-109.9555,12.67,23.56,312.49,5.64
L03540,0,0,0,0,0,0,204,C2,38.0830,-110.0378,12.69,23.58,312.49,5.64
L03543,0,0,0,0,0,0,194,C2,38.1305,-109.9555,12.67,23.56,312.49,5.64
L04399,0,0,0,1,0,0,209,C2,38.1578,-109.9319,12.66,23.56,312.49,5.64
L04435,0,0,0,0,0,0,251,C2,38.1578,-109.9319,12.66,23.56,312.49,5.64
L04437,0,0,0,0,0,0,252,C2,38.1005,-109.9875,12.68,23.57,312.49,5.64
L04462,0,0,0,4,0,0,224,C2,38.1350,-109.9390,12.66,23.56,312.49,5.64
L04463,0,0,0,0,0,0,225,C2,38.0075,-110.1244,12.70,23.59,312.49,5.64
L04466,0,0,0,0,0,0,146,C2,38.1182,-109.9633,12.67,23.57,312.49,5.64
L04754,0,0,0,0,0,0,192,C2,38.1056,-110.0170,12.69,23.58,312.49,5.64
L04755,0,0,0,0,0,0,191,C2,38.1820,-109.8883,12.66,23.56,312.49,5.64
L04766,0,0,1,0,0,0,201,C2,38.1450,-109.9282,12.66,23.56,312.49,5.64
L04767,0,0,0,0,0,0,202,C2,38.0564,-110.0438,12.70,23.59,312.49,5.64
L04770,0,0,2,0,0,0,208,C2,38.1450,-109.9282,12.66,23.56,312.49,5.64
L04773,0,0,0,0,0,0,223,C2,38.0944,-110.0279,12.69,23.58,312.49,5.64
L04779,0,0,0,0,0,0,167,C2,38.13505,-109.93901,12.67,23.56,312.49,5.64
L04790,0,0,0,0,0,0,153,C2,38.1108,-109.9764,12.67,23.57,312.49,5.64
L04829,0,0,1,0,0,0,258,C2,38.1108,-109.9764,12.67,23.57,312.49,5.64
L04838,0,0,0,0,0,0,260,C2,37.9125,-110.2010,12.70,23.59,312.49,5.64
L05007,0,0,0,0,0,0,86,C2,38.1656,-109.9167,12.66,23.56,312.49,5.64
L05008,0,0,0,0,0,0,89,C2,37.9125,-110.2010,12.70,23.59,312.49,5.64
L05012,0,0,0,0,0,0,88,C2,38.0944,-110.0279,12.69,23.58,312.49,5.64
L05013,0,0,0,0,0,0,87,C2,38.1656,-109.9167,12.66,23.56,312.49,5.64
L06313,0,0,0,4,0,0,155,C2,38.0564,-110.0438,12.70,23.59,312.49,5.64
L06607,0,0,0,2,0,0,257,C2,38.1450,-109.9282,12.66,23.56,312.49,5.64
L06612,0,0,0,0,0,0,258,C2,38.1005,-109.9875,12.68,23.57,312.49,5.64
L06613,0,0,0,0,0,0,259,C2,38.0485,-110.0547,12.70,23.59,312.49,5.64
L06614,0,0,0,0,0,0,260,C2,37.8962,-110.2371,12.70,23.59,312.49,5.64
L07128,0,0,0,0,0,0,234,C2,38.0944,-110.0279,12.69,23.58,312.49,5.64
L07129,0,0,0,0,0,0,235,C2,37.8990,-110.2050,12.70,23.59,312.49,5.64
L07192,0,0,0,2,0,0,254,C2,38.11077,-109.97638,12.67,23.57,312.49,5.64
L07459,0,0,0,0,0,0,179,C2,38.1450,-109.9282,12.66,23.56,312.49,5.64
L07460,0,0,1,0,0,0,180,C2,38.1450,-109.9282,12.66,23.56,312.49,5.64
L07461,0,0,4,0,0,0,181,C2,38.0564,-110.0438,12.70,23.59,312.49,5.64
L07462,0,0,0,0,0,0,182,C2,37.9808,-110.1621,12.70,23.59,312.49,5.64
L07580,0,0,4,9,0,0,220,C2,38.1450,-109.9282,12.66,23.56,312.49,5.64
L07653,0,0,0,0,0,0,189,C2,38.1450,-109.9282,12.66,23.56,312.49,5.64
L07655,0,0,0,0,0,0,222,C2,38.0702,-110.0471,12.70,23.59,312.49,5.64
L08121,0,0,0,0,0,0,204,C2,38.0564,-110.0438,12.70,23.59,312.49,5.64
L08129,0,0,0,0,0,0,203,C2,38.1005,-109.9875,12.68,23.57,312.49,5.64
L01816,0,0,0,0,0,0,113,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L01829,0,0,0,0,0,0,70,C3,36.2965,-111.8588,11.12,4.26,332.75,56.70
L01830,0,0,0,0,0,0,69,C3,36.3873,-111.8497,10.98,4.06,332.75,68.90
L01831,0,0,0,0,0,0,68,C3,36.5026,-111.8570,10.78,3.77,332.75,83.00
L01832,0,0,0,0,0,0,67,C3,36.7404,-111.6934,10.42,3.26,332.75,77.74
L01843,0,0,0,0,0,0,76,C3,36.2970,-111.8588,11.12,4.26,332.75,56.74
L01885,0,0,0,0,0,0,49,C3,36.8432,-111.5694,10.20,2.99,332.75,67.08
L01984,0,0,0,0,0,0,239,C3,36.7315,-111.6941,10.44,3.28,332.75,78.87
L02068,0,0,0,0,0,0,113,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L02084,0,0,0,0,0,0,75,C3,36.4699,-111.8413,10.83,3.84,332.75,80.09
L02530,0,0,0,0,0,0,314,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L02836,0,0,0,0,0,0,49,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L02837,0,0,0,0,0,0,49,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L02838,0,0,0,0,0,0,113,C3,36.8432,-111.5694,10.20,2.99,332.75,67.08
L02839,0,0,0,0,0,0,49,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L02921,0,0,0,0,0,0,64,C3,36.2262,-111.8165,11.22,4.40,332.75,51.73
L03081,0,0,0,0,0,0,123,C3,36.5185,-111.8462,10.76,3.75,332.75,83.88
L03082,0,0,0,0,0,0,122,C3,36.7050,-111.7107,10.48,3.33,332.75,82.59
L03083,0,0,0,0,0,0,121,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L03089,0,0,0,0,0,0,61,C3,36.7722,-111.6565,10.37,3.18,332.75,72.92
L03094,0,0,0,0,0,0,63,C3,36.3955,-111.8634,10.96,4.03,332.75,70.78
L03095,0,0,0,0,0,0,62,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L03233,0,0,0,0,0,0,139,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L03250,0,0,0,0,0,0,113,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L03265,0,0,0,0,0,0,48,C3,36.7401,-111.6936,10.42,3.26,332.75,77.78
L03268,0,0,0,0,0,0,54,C3,36.2025,-111.8004,11.25,4.45,332.75,52.25
L03274,0,0,0,0,0,0,53,C3,36.2025,-111.8004,11.25,4.45,332.75,52.25
L03275,0,0,0,0,0,0,52,C3,36.5194,-111.8462,10.75,3.72,332.75,83.92
L03277,0,0,0,0,0,0,13,C3,36.4250,-111.8714,10.90,3.94,332.75,75.17
L03278,0,0,0,0,0,0,10,C3,36.6485,-111.7607,10.56,3.46,332.75,87.24
L03279,0,0,0,0,0,0,9,C3,36.8447,-111.5454,10.16,3.01,332.75,66.68
L03288,0,0,0,0,0,0,17,C3,36.2037,-111.8012,11.25,4.45,332.75,52.19
L03289,0,0,0,0,0,0,18,C3,36.6727,-111.7402,10.53,3.41,332.75,85.60
L03290,0,0,0,0,0,0,19,C3,36.3916,-111.8473,10.98,4.06,332.75,69.35
L03301,0,0,0,0,0,0,140,C3,36.8778,-111.5165,10.07,3.05,332.75,66.28
L03311,0,0,0,0,0,0,51,C3,36.3820,-111.8670,11.01,4.10,332.75,67.71
L03312,0,0,0,0,0,0,50,C3,36.5051,-111.8560,10.78,3.77,332.75,83.13
L03313,0,0,0,0,0,0,49,C3,36.6297,-111.7634,10.60,3.50,332.75,87.70
L03314,0,0,0,0,0,0,214,C3,36.4791,-111.8470,10.81,3.82,332.75,80.87
L03328,0,0,0,0,0,0,74,C3,36.6298,-111.7634,10.60,3.50,332.75,87.69
L03338,0,0,0,0,0,0,158,C3,36.5162,-111.8469,10.76,3.75,332.75,83.76
L03341,0,0,0,0,0,0,198,C3,36.5156,-111.8472,10.76,3.75,332.75,83.74
L03350,0,0,0,0,0,0,172,C3,36.4697,-111.8410,10.83,3.84,332.75,80.06
L03356,0,0,0,0,0,0,137,C3,36.5159,-111.8471,10.76,3.75,332.75,83.75
L03358,0,0,0,0,0,0,123,C3,36.4825,-111.8468,10.81,3.82,332.75,81.12
L03361,0,0,0,0,0,0,93,C3,36.4336,-111.8641,10.90,3.94,332.75,75.96
L03389,0,0,0,0,0,0,76,C3,36.7720,-111.6567,10.37,3.18,332.75,72.94
L03390,0,0,0,0,0,0,77,C3,36.5302,-111.8354,10.75,3.72,332.75,84.60
L03391,0,0,0,0,0,0,89,C3,36.2611,-111.8255,11.19,4.36,332.75,53.04
L03418,0,0,0,0,0,0,96,C3,36.2119,-111.8075,11.24,4.43,332.75,51.85
L03428,0,0,0,0,0,0,183,C3,36.3656,-111.8870,11.04,4.15,332.75,65.09
L03430,0,0,0,0,0,0,181,C3,36.6484,-111.7608,10.56,3.46,332.75,87.24
L03431,0,0,0,0,0,0,180,C3,36.8649,-111.5873,10.23,3.00,332.75,67.81
L03444,0,0,0,0,0,0,118,C3,36.3383,-111.8613,11.08,4.20,332.75,61.52
L03445,0,0,0,0,0,0,115,C3,36.7404,-111.6934,10.42,3.26,332.75,77.74
L03448,0,0,0,0,0,0,197,C3,36.6803,-111.7398,10.53,3.41,332.75,85.12
L03456,0,0,0,0,0,0,122,C3,36.2967,-111.8589,11.12,4.26,332.75,56.72
L03457,0,0,0,0,0,0,121,C3,36.5318,-111.8314,10.73,3.70,332.75,84.78
L03463,0,0,0,0,1,0,93,C3,36.4695,-111.8408,10.83,3.84,332.75,80.04
L03464,0,0,0,0,0,0,92,C3,36.6123,-111.7597,10.61,3.53,332.75,87.82
L03465,0,0,0,0,0,0,91,C3,36.8004,-111.6438,10.34,3.13,332.75,71.27
L03505,0,0,0,0,0,0,108,C3,36.3660,-111.8872,11.04,4.15,332.75,65.13
L03506,0,0,0,0,0,0,109,C3,36.2407,-111.8248,11.21,4.38,332.75,52.08
L03507,0,0,0,0,0,0,107,C3,36.5154,-111.8474,10.76,3.75,332.75,83.72
L03508,0,0,0,0,0,0,106,C3,36.6802,-111.7398,10.53,3.41,332.75,85.13
L03512,0,0,0,0,0,0,155,C3,36.6302,-111.7634,10.60,3.50,332.75,87.69
L03513,0,0,0,0,0,0,142,C3,36.3381,-111.8611,11.08,4.20,332.75,61.49
L03517,0,0,0,0,0,0,136,C3,36.2612,-111.8255,11.19,4.36,332.75,53.05
L03518,0,0,0,0,0,0,135,C3,36.4022,-111.8810,10.93,3.98,332.75,72.99
L03519,0,0,0,0,0,0,134,C3,36.5160,-111.8470,10.76,3.75,332.75,83.76
L03520,0,0,0,0,0,0,133,C3,36.6806,-111.7397,10.53,3.41,332.75,85.11
L03528,0,0,0,0,0,0,170,C3,36.8003,-111.6438,10.34,3.13,332.75,71.28
L03541,0,0,0,0,0,0,95,C3,36.4265,-111.8711,10.90,3.94,332.75,75.28
L03547,0,0,0,0,0,0,164,C3,36.5303,-111.8353,10.75,3.72,332.75,84.61
L03548,0,0,0,0,0,0,103,C3,36.6302,-111.7634,10.60,3.50,332.75,87.69
L03551,0,0,0,0,0,0,104,C3,36.4820,-111.8470,10.81,3.82,332.75,81.08
L03552,0,0,0,0,0,0,106,C3,36.2341,-113.0237,11.11,4.24,332.75,58.54
L03567,0,0,0,0,0,0,105,C3,36.3664,-111.8874,11.04,4.15,332.75,65.17
L03568,0,0,0,0,0,0,102,C3,36.4820,-111.8470,10.81,3.82,332.75,81.08
L03569,0,0,0,0,0,0,101,C3,36.6297,-111.7634,10.60,3.50,332.75,87.70
L03570,0,0,0,0,0,0,100,C3,36.7289,-111.6955,10.44,3.28,332.75,79.23
L03579,0,0,0,0,0,0,196,C3,36.8649,-111.5875,10.23,3.00,332.75,67.81
L03580,0,0,0,0,0,0,197,C3,36.7721,-111.6566,10.37,3.18,332.75,72.93
L03587,0,0,0,0,0,0,104,C3,36.3112,-111.8637,11.11,4.24,332.75,58.54
L03588,0,0,0,0,0,0,103,C3,36.3200,-111.8624,11.09,4.22,332.75,59.49
L03649,0,0,0,0,0,0,246,C3,36.5185,-111.8462,10.76,3.75,332.75,83.88
L03655,0,0,0,0,0,0,137,C3,36.6483,-111.7609,10.56,3.46,332.75,87.25
L03656,0,0,0,0,0,0,138,C3,36.5187,-111.8462,10.76,3.75,332.75,83.89
L03657,0,0,0,0,0,0,139,C3,36.3677,-111.8882,11.04,4.15,332.75,65.31
L03666,0,0,0,0,0,0,130,C3,36.7404,-111.6934,10.42,3.26,332.75,77.74
L03667,0,0,0,0,3,0,131,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L03668,0,0,0,0,0,0,132,C3,36.4032,-111.8792,10.93,3.98,332.75,73.14
L03669,0,0,0,0,0,0,133,C3,36.3381,-111.8611,11.08,4.20,332.75,61.49
L03688,0,0,0,0,0,0,138,C3,36.8778,-111.5165,10.07,3.05,332.75,66.28
L03703,0,0,0,0,0,0,116,C3,36.3660,-111.8872,11.04,4.15,332.75,65.13
L03704,0,0,0,0,0,0,113,C3,36.7725,-111.6564,10.37,3.18,332.75,72.90
L03705,0,0,0,0,0,0,114,C3,36.6729,-111.7401,10.53,3.41,332.75,85.59
L03706,0,0,0,0,0,0,112,C3,36.8649,-111.5875,10.23,3.00,332.75,67.81
L03717,0,0,0,0,0,0,117,C3,36.1959,-111.7995,11.27,4.47,332.75,52.58
L03718,0,0,0,0,0,0,115,C3,36.5021,-111.8574,10.78,3.77,332.75,82.98
L03725,0,0,0,0,0,0,102,C3,36.7722,-111.6565,10.37,3.18,332.75,72.92
L03737,0,0,0,0,0,0,139,C3,36.8778,-111.5165,10.07,3.05,332.75,66.28
L03744,0,0,0,0,0,0,93,C3,36.8447,-111.5454,10.16,3.01,332.75,66.68
L03745,0,0,0,0,0,0,94,C3,36.8004,-111.6438,10.34,3.13,332.75,71.27
L03747,0,0,0,0,0,0,97,C3,36.6483,-111.7609,10.56,3.46,332.75,87.25
L03748,0,0,0,0,0,0,98,C3,36.4268,-111.8710,10.90,3.94,332.75,75.30
L03750,0,0,0,0,0,0,100,C3,36.2078,-111.8040,11.25,4.45,332.75,52.01
L03762,0,0,0,0,0,0,109,C3,36.5317,-111.8317,10.73,3.70,332.75,84.76
L03765,0,0,0,0,0,0,131,C3,36.2965,-111.8588,11.12,4.26,332.75,56.70
L03768,0,0,0,0,0,0,128,C3,36.7404,-111.6934,10.42,3.26,332.75,77.74
L03769,0,0,0,0,0,0,127,C3,36.8648,-111.5882,10.23,3.00,332.75,67.83
L03789,0,0,0,0,0,0,103,C3,36.3114,-111.8640,11.11,4.24,332.75,58.57
L03790,0,0,0,0,0,0,100,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L03792,0,0,0,0,0,0,102,C3,36.4342,-111.8581,10.88,3.91,332.75,76.32
L03798,0,0,0,0,0,0,194,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L03804,0,0,0,0,0,0,177,C3,36.2965,-111.8588,11.12,4.26,332.75,56.70
L03810,0,0,0,0,0,0,173,C3,36.7401,-111.6936,10.42,3.26,332.75,77.78
L03812,0,0,0,0,0,0,176,C3,36.4035,-111.8789,10.93,3.98,332.75,73.18
L03819,0,0,0,0,0,0,84,C3,36.2953,-111.8579,11.12,4.26,332.75,56.57
L03820,0,0,0,0,0,0,83,C3,36.2953,-111.8579,11.12,4.26,332.75,56.57
L03821,0,0,0,0,0,0,82,C3,36.3985,-111.8825,10.95,4.01,332.75,72.61
L03823,0,0,0,0,0,0,80,C3,36.7267,-111.6993,10.44,3.28,332.75,79.73
L03824,0,0,0,0,0,0,81,C3,36.5082,-111.8529,10.76,3.75,332.75,83.32
L03857,0,0,0,0,0,0,125,C3,36.3240,-111.8599,11.09,4.22,332.75,59.95
L03859,0,0,0,0,0,0,124,C3,36.4032,-111.8792,10.93,3.98,332.75,73.14
L03864,0,0,0,0,0,0,100,C3,36.6804,-111.7397,10.53,3.41,332.75,85.12
L03865,0,0,0,0,0,0,103,C3,36.3656,-111.8870,11.04,4.15,332.75,65.09
L03866,0,0,0,0,0,0,104,C3,36.1960,-111.7996,11.27,4.47,332.75,52.57
L03869,0,0,0,0,0,0,102,C3,36.3866,-111.8503,10.99,4.08,332.75,68.82
L03870,0,0,0,0,0,0,101,C3,36.5317,-111.8317,10.73,3.70,332.75,84.76
L03879,0,0,0,0,0,0,94,C3,36.2400,-111.8245,11.21,4.38,332.75,52.06
L03880,0,0,0,0,0,0,92,C3,36.5300,-111.8356,10.75,3.72,332.75,84.59
L03881,0,0,0,0,0,0,91,C3,36.7262,-111.7000,10.44,3.28,332.75,79.82
L03882,0,0,0,0,0,0,90,C3,36.8649,-111.5875,10.23,3.00,332.75,67.81
L03895,0,0,0,0,0,0,188,C3,36.8633,-111.5907,10.23,3.00,332.75,67.90
L03898,0,0,0,0,0,0,163,C3,36.3086,-111.8605,11.11,4.24,332.75,58.16
L03899,0,0,0,0,0,0,96,C3,36.6483,-111.7609,10.56,3.46,332.75,87.25
L03900,0,0,0,0,0,0,92,C3,36.8447,-111.5454,10.16,3.01,332.75,66.68
L03901,0,0,0,0,0,0,141,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L03902,0,0,0,0,0,0,142,C3,36.7722,-111.6565,10.37,3.18,332.75,72.92
L03903,0,0,0,0,0,0,143,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L03904,0,0,0,0,0,0,144,C3,36.4049,-111.8782,10.93,3.98,332.75,73.30
L03905,0,0,0,0,0,0,145,C3,36.2952,-111.8578,11.14,4.29,332.75,56.55
L03911,0,0,0,0,0,0,172,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L03912,0,0,0,0,0,0,175,C3,36.5184,-111.8462,10.76,3.75,332.75,83.87
L03913,0,0,0,0,0,0,99,C3,36.6373,-111.7613,10.58,3.48,332.75,87.55
L03914,0,0,0,0,0,0,100,C3,36.4035,-111.8789,10.93,3.98,332.75,73.18
L03942,0,0,0,0,0,0,141,C3,36.5943,-111.7721,10.65,3.58,332.75,87.65
L03947,0,0,0,0,0,0,169,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L03948,0,0,0,0,0,0,170,C3,36.3922,-111.8478,10.98,4.06,332.75,69.42
L03954,0,0,0,0,0,0,197,C3,36.5941,-111.7722,10.65,3.58,332.75,87.64
L03955,0,0,0,0,0,0,198,C3,36.3381,-111.8611,11.08,4.20,332.75,61.49
L03960,0,0,0,0,0,0,211,C3,36.6284,-111.7638,10.60,3.50,332.75,87.71
L03961,0,0,0,0,0,0,212,C3,36.3386,-111.8618,11.08,4.20,332.75,61.57
L04003,0,0,0,0,0,0,129,C3,36.5941,-111.7722,10.65,3.58,332.75,87.64
L04006,0,0,0,0,0,0,100,C3,36.2961,-111.8587,11.12,4.26,332.75,56.66
L04007,0,0,0,0,0,0,99,C3,36.3867,-111.8502,10.99,4.08,332.75,68.84
L04008,0,0,0,0,0,0,97,C3,36.7405,-111.6933,10.42,3.26,332.75,77.72
L04009,0,0,0,0,0,0,98,C3,36.5651,-111.8132,10.70,3.65,332.75,86.39
L04020,0,0,0,0,0,0,111,C3,36.3114,-111.8640,11.11,4.24,332.75,58.57
L04021,0,0,0,0,0,0,110,C3,36.3866,-111.8503,10.99,4.08,332.75,68.82
L04022,0,0,0,0,0,0,108,C3,36.6803,-111.7398,10.53,3.41,332.75,85.12
L04023,0,0,0,0,0,0,162,C3,36.4033,-111.8791,10.93,3.98,332.75,73.15
L04024,0,0,0,0,0,0,161,C3,36.5164,-111.8467,10.76,3.75,332.75,83.78
L04025,0,0,0,0,0,0,160,C3,36.6803,-111.7398,10.53,3.41,332.75,85.12
L04026,0,0,0,0,0,0,157,C3,36.6814,-111.7393,10.53,3.41,332.75,85.05
L04027,0,0,0,0,0,0,158,C3,36.5019,-111.8575,10.78,3.77,332.75,82.97
L04028,0,0,0,0,0,0,159,C3,36.4275,-111.8709,10.90,3.94,332.75,75.35
L04029,0,0,0,0,0,0,160,C3,36.2977,-111.8584,11.12,4.26,332.75,56.83
L04039,0,0,0,0,0,0,176,C3,36.6486,-111.7606,10.56,3.46,332.75,87.23
L04052,0,0,0,0,0,0,122,C3,36.4833,-111.8463,10.81,3.82,332.75,81.18
L04058,0,0,0,0,0,0,263,C3,36.2963,-111.8587,11.12,4.26,332.75,56.68
L04079,0,0,0,0,0,0,192,C3,36.2964,-111.8588,11.12,4.26,332.75,56.69
L04080,0,0,0,0,0,0,191,C3,36.4343,-111.8540,10.88,3.91,332.75,76.57
L04081,0,0,0,0,0,0,190,C3,36.5304,-111.8351,10.73,3.70,332.75,84.61
L04082,0,0,0,0,0,0,189,C3,36.7048,-111.7107,10.48,3.33,332.75,82.61
L04092,0,0,0,0,0,0,168,C3,36.8568,-111.6022,10.25,3.02,332.75,68.22
L04093,0,0,0,0,0,0,169,C3,36.6481,-111.7611,10.56,3.46,332.75,87.25
L04094,0,0,0,0,0,0,170,C3,36.5015,-111.8577,10.78,3.77,332.75,82.95
L04095,0,0,0,0,0,0,154,C3,36.5142,-111.8480,10.76,3.75,332.75,83.66
L04096,0,0,0,0,0,0,153,C3,36.6803,-111.7398,10.53,3.41,332.75,85.12
L04097,0,0,0,0,0,0,152,C3,36.8650,-111.5868,10.23,3.00,332.75,67.80
L04098,0,0,0,0,0,0,28,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L04102,0,0,0,0,0,0,275,C3,36.3731,-111.8909,11.03,4.13,332.75,65.88
L04103,0,0,0,0,0,0,274,C3,36.5026,-111.8570,10.78,3.77,332.75,83.00
L04104,0,0,0,0,0,0,273,C3,36.5782,-111.7922,10.66,3.60,332.75,87.13
L04105,0,0,0,0,0,0,272,C3,36.7724,-111.6565,10.37,3.18,332.75,72.91
L04114,0,0,0,0,0,0,156,C3,36.2967,-111.8589,11.12,4.26,332.75,56.72
L04115,0,0,0,0,0,0,155,C3,36.3867,-111.8502,10.99,4.08,332.75,68.84
L04117,0,0,0,0,0,0,163,C3,36.2964,-111.8588,11.12,4.26,332.75,56.69
L04118,0,0,0,0,0,0,162,C3,36.4336,-111.8639,10.90,3.94,332.75,75.97
L04119,0,0,0,0,0,0,161,C3,36.6816,-111.7391,10.53,3.41,332.75,85.03
L04128,0,0,0,0,0,0,151,C3,36.2964,-111.8588,11.12,4.26,332.75,56.69
L04132,0,0,0,0,0,0,176,C3,36.5210,-111.8459,10.75,3.72,332.75,84.00
L04134,0,0,0,0,0,0,177,C3,36.3652,-111.8868,11.04,4.15,332.75,65.05
L04145,0,0,0,0,0,0,244,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L04148,0,0,0,0,0,0,169,C3,36.5164,-111.8467,10.76,3.75,332.75,83.78
L04150,0,0,0,0,0,0,170,C3,36.3681,-111.8885,11.03,4.13,332.75,65.35
L04151,0,0,0,0,0,0,168,C3,36.6814,-111.7393,10.53,3.41,332.75,85.05
L04154,0,0,0,0,0,0,150,C3,36.5159,-111.8471,10.76,3.75,332.75,83.75
L04163,0,0,0,0,0,0,155,C3,36.2418,-111.8248,11.21,4.38,332.75,52.12
L04164,0,0,0,0,0,0,154,C3,36.3391,-111.8630,11.08,4.20,332.75,61.69
L04166,0,0,0,0,0,0,139,C3,36.8432,-111.5694,10.20,2.99,332.75,67.08
L04168,0,0,0,0,0,0,139,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L04171,0,0,0,0,0,0,198,C3,36.6131,-111.7592,10.61,3.53,332.75,87.82
L04182,0,0,0,0,0,0,166,C3,36.2615,-111.8256,11.19,4.36,332.75,53.06
L04183,0,0,0,0,0,0,165,C3,36.3869,-111.8501,10.98,4.06,332.75,68.85
L04184,0,0,0,0,0,0,164,C3,36.4664,-111.8389,10.83,3.84,332.75,79.77
L04185,0,0,0,0,0,0,163,C3,36.6119,-111.7601,10.61,3.53,332.75,87.82
L04186,0,0,0,0,0,0,162,C3,36.7722,-111.6565,10.37,3.18,332.75,72.92
L04189,0,0,0,0,0,0,204,C3,36.1960,-111.7996,11.27,4.47,332.75,52.57
