"StageGroup","Abundance","Biomass","Parameter","SensitivityIncrement","TemperatureFactor","Increment"
"S1_CHIR",51.6649374917786,8.50443335234079,"TempSurvival_NZMS",-0.007,1,-0.007
"S2_CHIR",9.72530574975672,9.20096673728584,"TempSurvival_NZMS",-0.007,1,-0.007
"S3_CHIR",4.47484269084458,3.91314611109191,"TempSurvival_NZMS",-0.007,1,-0.007
"S1_GAMM",36.5557833100057,106.405217416911,"TempSurvival_NZMS",-0.007,1,-0.007
"S2_GAMM",18.2993539066398,192.033799100682,"TempSurvival_NZMS",-0.007,1,-0.007
"S3_GAMM",5.35422620920868,109.688965553573,"TempSurvival_NZMS",-0.007,1,-0.007
"S1_HYOS",49.2402243282663,398.527262604031,"TempSurvival_GAMM",-0.007,1,-0.007
"S2_HYOS",13.6363162900286,199.114069129155,"TempSurvival_GAMM",-0.007,1,-0.007
"S3_HYOS",0.76657084978091,10.5997517525458,"TempSurvival_GAMM",-0.007,1,-0.007
"S1_BAET",54.5112047268677,1.21934003275578,"TempSurvival_GAMM",-0.007,1,-0.007
"S2_BAET",9.40984863138684,1.48862696870525,"TempSurvival_GAMM",-0.007,1,-0.007
"S3_BAET",2.27600775885721,0.293266780223017,"TempSurvival_GAMM",-0.007,1,-0.007
"S1_NZMS",18747.7453672098,1673.42826270027,"TempSurvival_GAMM",-0.007,1,-0.007
"S2_NZMS",7494.10157394444,3375.97406362385,"TempSurvival_GAMM",-0.007,1,-0.007
"S3_NZMS",4282.14440317182,3785.05170103747,"TempSurvival_GAMM",-0.007,1,-0.007
"S1_CHIR",51.6641077591091,8.5041107744494,"TempSurvival_GAMM",-0.007,1,-0.007
"S2_CHIR",9.72540888955689,9.2012161359953,"TempSurvival_GAMM",-0.007,1,-0.007
"S3_CHIR",4.47505744212358,3.91370544585453,"TempSurvival_GAMM",-0.007,1,-0.007
"S1_GAMM",36.5552815068452,106.403756786894,"TempSurvival_GAMM",-0.007,1,-0.007
"S2_GAMM",18.2986956519069,192.026891361875,"TempSurvival_GAMM",-0.007,1,-0.007
"S3_GAMM",5.35409163103946,109.686208527704,"TempSurvival_GAMM",-0.007,1,-0.007
"S1_HYOS",49.2337254029293,398.456023645906,"TempSurvival_HYOS",-0.006,1,-0.006
"S2_HYOS",13.6330165415881,199.063942648418,"TempSurvival_HYOS",-0.006,1,-0.006
"S3_HYOS",0.767127875126457,10.6078557753831,"TempSurvival_HYOS",-0.006,1,-0.006
"S1_BAET",54.4939364821849,1.21869360078323,"TempSurvival_HYOS",-0.006,1,-0.006
"S2_BAET",9.40861419446624,1.48828951669744,"TempSurvival_HYOS",-0.006,1,-0.006
"S3_BAET",2.27720752418739,0.293412454100478,"TempSurvival_HYOS",-0.006,1,-0.006
"S1_NZMS",18748.1827417383,1673.46730285592,"TempSurvival_HYOS",-0.006,1,-0.006
"S2_NZMS",7494.21120582663,3376.02345105037,"TempSurvival_HYOS",-0.006,1,-0.006
"S3_NZMS",4282.22321238376,3785.1213616826,"TempSurvival_HYOS",-0.006,1,-0.006
"S1_CHIR",51.6645146108434,8.50427078715572,"TempSurvival_HYOS",-0.006,1,-0.006
"S2_CHIR",9.72535903064664,9.20109346330762,"TempSurvival_HYOS",-0.006,1,-0.006
"S3_CHIR",4.47494707782133,3.91342478148802,"TempSurvival_HYOS",-0.006,1,-0.006
"S1_GAMM",36.5555209015105,106.404453608002,"TempSurvival_HYOS",-0.006,1,-0.006
"S2_GAMM",18.2990886419884,192.031015407934,"TempSurvival_HYOS",-0.006,1,-0.006
"S3_GAMM",5.35414609467498,109.687324293009,"TempSurvival_HYOS",-0.006,1,-0.006
"S1_HYOS",49.223589949359,398.345541393367,"TempSurvival_BAET",-0.006,1,-0.006
"S2_HYOS",13.62809178498,198.988212088949,"TempSurvival_BAET",-0.006,1,-0.006
"S3_HYOS",0.768009218895948,10.620607282858,"TempSurvival_BAET",-0.006,1,-0.006
"S1_BAET",54.4684056610378,1.217747081934,"TempSurvival_BAET",-0.006,1,-0.006
"S2_BAET",9.40677041421457,1.48779448724668,"TempSurvival_BAET",-0.006,1,-0.006
"S3_BAET",2.27899093973238,0.293628045305193,"TempSurvival_BAET",-0.006,1,-0.006
"S1_NZMS",18748.8406740733,1673.52603005446,"TempSurvival_BAET",-0.006,1,-0.006
"S2_NZMS",7494.38551123115,3376.10197287436,"TempSurvival_BAET",-0.006,1,-0.006
"S3_NZMS",4282.33925532116,3785.22393377645,"TempSurvival_BAET",-0.006,1,-0.006
"S1_CHIR",51.6652311745014,8.50453920912432,"TempSurvival_BAET",-0.006,1,-0.006
"S2_CHIR",9.72527825381684,9.20090236094141,"TempSurvival_BAET",-0.006,1,-0.006
"S3_CHIR",4.4747919916876,3.9130072743865,"TempSurvival_BAET",-0.006,1,-0.006
"S1_GAMM",36.5559501825933,106.405703143446,"TempSurvival_BAET",-0.006,1,-0.006
"S2_GAMM",18.2996314663257,192.036711817778,"TempSurvival_BAET",-0.006,1,-0.006
"S3_GAMM",5.35425903985047,109.689638136127,"TempSurvival_BAET",-0.006,1,-0.006
"S1_HYOS",49.2434684354636,398.563563518082,"TempSurvival_CHIR",-0.006,1,-0.006
"S2_HYOS",13.6380072711519,199.139809783691,"TempSurvival_CHIR",-0.006,1,-0.006
"S3_HYOS",0.766267962096457,10.5954122820373,"TempSurvival_CHIR",-0.006,1,-0.006
"S1_BAET",54.5188906389656,1.21962435668552,"TempSurvival_CHIR",-0.006,1,-0.006
"S2_BAET",9.41038743553167,1.48877280459044,"TempSurvival_CHIR",-0.006,1,-0.006
"S3_BAET",2.27534975389395,0.29318685703277,"TempSurvival_CHIR",-0.006,1,-0.006
"S1_NZMS",18747.5138635301,1673.40759862611,"TempSurvival_CHIR",-0.006,1,-0.006
"S2_NZMS",7494.04251401392,3375.94745806057,"TempSurvival_CHIR",-0.006,1,-0.006
"S3_NZMS",4282.10461954694,3785.01653569439,"TempSurvival_CHIR",-0.006,1,-0.006
"S1_CHIR",51.6638764197569,8.5040239119364,"TempSurvival_CHIR",-0.006,1,-0.006
"S2_CHIR",9.72543638549676,9.20128051233972,"TempSurvival_CHIR",-0.006,1,-0.006
"S3_CHIR",4.47510814128056,3.91384428255996,"TempSurvival_CHIR",-0.006,1,-0.006
"S1_GAMM",36.5556039091628,106.404695223595,"TempSurvival_CHIR",-0.006,1,-0.006
"S2_GAMM",18.2982904089878,192.022638734284,"TempSurvival_CHIR",-0.006,1,-0.006
"S3_GAMM",5.35403623241742,109.685073607865,"TempSurvival_CHIR",-0.006,1,-0.006
"S1_HYOS",49.1575109626353,397.623726033707,"TempSurvival_NZMS",-0.006,1,-0.006
"S2_HYOS",13.5960665706731,198.496039011649,"TempSurvival_NZMS",-0.006,1,-0.006
"S3_HYOS",0.773692197373102,10.702892156482,"TempSurvival_NZMS",-0.006,1,-0.006
"S1_BAET",54.3018289702196,1.21152574386849,"TempSurvival_NZMS",-0.006,1,-0.006
"S2_BAET",9.39475386750001,1.48454646115862,"TempSurvival_NZMS",-0.006,1,-0.006
"S3_BAET",2.29063010866197,0.295039306711112,"TempSurvival_NZMS",-0.006,1,-0.006
"S1_NZMS",18753.188597884,1673.91412678003,"TempSurvival_NZMS",-0.006,1,-0.006
"S2_NZMS",7495.53225037232,3376.61856069482,"TempSurvival_NZMS",-0.006,1,-0.006
"S3_NZMS",4283.09678017482,3785.89352136295,"TempSurvival_NZMS",-0.006,1,-0.006
"S1_CHIR",51.6693775438948,8.50615304748383,"TempSurvival_NZMS",-0.006,1,-0.006
"S2_CHIR",9.72476426580579,9.19965739406125,"TempSurvival_NZMS",-0.006,1,-0.006
"S3_CHIR",4.47371524662978,3.91020960358814,"TempSurvival_NZMS",-0.006,1,-0.006
"S1_GAMM",36.5571495424354,106.409194195565,"TempSurvival_NZMS",-0.006,1,-0.006
"S2_GAMM",18.3035639724487,192.077979618523,"TempSurvival_NZMS",-0.006,1,-0.006
"S3_GAMM",5.35504007751405,109.705638807378,"TempSurvival_NZMS",-0.006,1,-0.006
"S1_HYOS",49.1840812236863,397.913684516501,"TempSurvival_GAMM",-0.006,1,-0.006
"S2_HYOS",13.6089224329701,198.693814870188,"TempSurvival_GAMM",-0.006,1,-0.006
"S3_HYOS",0.771318695163469,10.6688813638556,"TempSurvival_GAMM",-0.006,1,-0.006
"S1_BAET",54.369353737905,1.21403892338187,"TempSurvival_GAMM",-0.006,1,-0.006
"S2_BAET",9.39962656527695,1.48586051355671,"TempSurvival_GAMM",-0.006,1,-0.006
"S3_BAET",2.28590830665899,0.294467185356174,"TempSurvival_GAMM",-0.006,1,-0.006
"S1_NZMS",18751.4370567277,1673.75778379495,"TempSurvival_GAMM",-0.006,1,-0.006
"S2_NZMS",7495.06876047054,3376.40976583506,"TempSurvival_GAMM",-0.006,1,-0.006
"S3_NZMS",4282.79447516377,3785.62630942692,"TempSurvival_GAMM",-0.006,1,-0.006
"S1_CHIR",51.6676574661508,8.50549046117158,"TempSurvival_GAMM",-0.006,1,-0.006
"S2_CHIR",9.72497225639598,9.20015821814723,"TempSurvival_GAMM",-0.006,1,-0.006
"S3_CHIR",4.47414176052503,3.91132727612811,"TempSurvival_GAMM",-0.006,1,-0.006
"S1_GAMM",36.5568244598746,106.408247957311,"TempSurvival_GAMM",-0.006,1,-0.006
"S2_GAMM",18.3018965497249,192.060481649907,"TempSurvival_GAMM",-0.006,1,-0.006
"S3_GAMM",5.35469810865811,109.698633087299,"TempSurvival_GAMM",-0.006,1,-0.006
"S1_HYOS",49.2502046282467,398.636651381252,"TempSurvival_HYOS",-0.005,1,-0.005
"S2_HYOS",13.6411148084592,199.188082652285,"TempSurvival_HYOS",-0.005,1,-0.005
"S3_HYOS",0.765721153862231,10.5873808080318,"TempSurvival_HYOS",-0.005,1,-0.005
"S1_BAET",54.5356731239625,1.2202527244424,"TempSurvival_HYOS",-0.005,1,-0.005
"S2_BAET",9.41161503773577,1.48910109346548,"TempSurvival_HYOS",-0.005,1,-0.005
"S3_BAET",2.27424250061218,0.293052829633394,"TempSurvival_HYOS",-0.005,1,-0.005
"S1_NZMS",18747.0866453275,1673.36946502654,"TempSurvival_HYOS",-0.005,1,-0.005
"S2_NZMS",7493.92712932565,3375.89547908603,"TempSurvival_HYOS",-0.005,1,-0.005
"S3_NZMS",4282.03060078927,3784.95110940367,"TempSurvival_HYOS",-0.005,1,-0.005
"S1_CHIR",51.6634526089018,8.50385976905154,"TempSurvival_HYOS",-0.005,1,-0.005
"S2_CHIR",9.72548795539685,9.20140521169443,"TempSurvival_HYOS",-0.005,1,-0.005
"S3_CHIR",4.47521551692005,3.91412394994122,"TempSurvival_HYOS",-0.005,1,-0.005
"S1_GAMM",36.5551998688635,106.403519158087,"TempSurvival_HYOS",-0.005,1,-0.005
"S2_GAMM",18.2980542367956,192.020160338405,"TempSurvival_HYOS",-0.005,1,-0.005
"S3_GAMM",5.35396004818169,109.683512865065,"TempSurvival_HYOS",-0.005,1,-0.005
"S1_HYOS",49.2466302114837,398.598035574495,"TempSurvival_BAET",-0.005,1,-0.005
"S2_HYOS",13.6394747535734,199.16249156569,"TempSurvival_BAET",-0.005,1,-0.005
"S3_HYOS",0.765992258203683,10.5914676494062,"TempSurvival_BAET",-0.005,1,-0.005
"S1_BAET",54.5268340191002,1.21992681243621,"TempSurvival_BAET",-0.005,1,-0.005
"S2_BAET",9.41096492396725,1.48893085330312,"TempSurvival_BAET",-0.005,1,-0.005
"S3_BAET",2.27482715681414,0.2931230176309,"TempSurvival_BAET",-0.005,1,-0.005
"S1_NZMS",18747.300198687,1673.3885268508,"TempSurvival_BAET",-0.005,1,-0.005
"S2_NZMS",7493.98701486256,3375.92245657191,"TempSurvival_BAET",-0.005,1,-0.005
"S3_NZMS",4282.0698086685,3784.98576583653,"TempSurvival_BAET",-0.005,1,-0.005
"S1_CHIR",51.6637453338537,8.50396418647115,"TempSurvival_BAET",-0.005,1,-0.005
"S2_CHIR",9.72545874846716,9.20133880868294,"TempSurvival_BAET",-0.005,1,-0.005
"S3_CHIR",4.47516780642586,3.91398611022108,"TempSurvival_BAET",-0.005,1,-0.005
"S1_GAMM",36.5555831752677,106.404634872143,"TempSurvival_BAET",-0.005,1,-0.005
"S2_GAMM",18.2981402708274,192.021063181318,"TempSurvival_BAET",-0.005,1,-0.005
"S3_GAMM",5.35399678692874,109.684265510732,"TempSurvival_BAET",-0.005,1,-0.005
"S1_HYOS",49.1973597580519,398.059249048626,"TempSurvival_CHIR",-0.005,1,-0.005
"S2_HYOS",13.6154253387886,198.793546200963,"TempSurvival_CHIR",-0.005,1,-0.005
"S3_HYOS",0.770240585716244,10.6529586957523,"TempSurvival_CHIR",-0.005,1,-0.005
"S1_BAET",54.4028928957468,1.21529416625914,"TempSurvival_CHIR",-0.005,1,-0.005
"S2_BAET",9.40205553496187,1.48651276398431,"TempSurvival_CHIR",-0.005,1,-0.005
"S3_BAET",2.28359450923287,0.294187043406846,"TempSurvival_CHIR",-0.005,1,-0.005
"S1_NZMS",18750.5634724288,1673.67980745022,"TempSurvival_CHIR",-0.005,1,-0.005
"S2_NZMS",7494.84130363175,3376.30730013176,"TempSurvival_CHIR",-0.005,1,-0.005
"S3_NZMS",4282.63986309639,3785.48964550026,"TempSurvival_CHIR",-0.005,1,-0.005
"S1_CHIR",51.6667851233858,8.50515582248596,"TempSurvival_CHIR",-0.005,1,-0.005
"S2_CHIR",9.72507710718597,9.20040964352374,"TempSurvival_CHIR",-0.005,1,-0.005
"S3_CHIR",4.47435352314127,3.91188561390551,"TempSurvival_CHIR",-0.005,1,-0.005
"S1_GAMM",36.5561851794627,106.406387163612,"TempSurvival_CHIR",-0.005,1,-0.005
"S2_GAMM",18.3012409271793,192.053601533327,"TempSurvival_CHIR",-0.005,1,-0.005
"S3_GAMM",5.35457817403283,109.696176055327,"TempSurvival_CHIR",-0.005,1,-0.005
"S1_HYOS",49.2368854981836,398.491363303369,"TempSurvival_NZMS",-0.005,1,-0.005
"S2_HYOS",13.6347551308891,199.089980766375,"TempSurvival_NZMS",-0.005,1,-0.005
"S3_HYOS",0.766852744778212,10.6038379265518,"TempSurvival_NZMS",-0.005,1,-0.005
"S1_BAET",54.5025986099012,1.21901774317708,"TempSurvival_NZMS",-0.005,1,-0.005
"S2_BAET",9.40922586768397,1.48845671537956,"TempSurvival_NZMS",-0.005,1,-0.005
"S3_BAET",2.27655922406678,0.293333712964808,"TempSurvival_NZMS",-0.005,1,-0.005
"S1_NZMS",18747.9558327794,1673.44704890765,"TempSurvival_NZMS",-0.005,1,-0.005
"S2_NZMS",7494.1565356271,3375.99882299137,"TempSurvival_NZMS",-0.005,1,-0.005
"S3_NZMS",4282.18192570125,3785.08486776434,"TempSurvival_NZMS",-0.005,1,-0.005
"S1_CHIR",51.6643063330133,8.50418989054771,"TempSurvival_NZMS",-0.005,1,-0.005
"S2_CHIR",9.72538481559667,9.201155812985,"TempSurvival_NZMS",-0.005,1,-0.005
"S3_CHIR",4.47500076564107,3.91356461517864,"TempSurvival_NZMS",-0.005,1,-0.005
"S1_GAMM",36.5556116602421,106.404717785149,"TempSurvival_NZMS",-0.005,1,-0.005
"S2_GAMM",18.2987683422657,192.027654176006,"TempSurvival_NZMS",-0.005,1,-0.005
"S3_GAMM",5.35412073996626,109.686804865614,"TempSurvival_NZMS",-0.005,1,-0.005
"S1_HYOS",49.2334773801743,398.453848971807,"TempSurvival_GAMM",-0.005,1,-0.005
"S2_HYOS",13.6330389338301,199.063637459419,"TempSurvival_GAMM",-0.005,1,-0.005
"S3_HYOS",0.767213020375981,10.608823971742,"TempSurvival_GAMM",-0.005,1,-0.005
"S1_BAET",54.493261473904,1.21867594243879,"TempSurvival_GAMM",-0.005,1,-0.005
"S2_BAET",9.40854996040178,1.48827876988915,"TempSurvival_GAMM",-0.005,1,-0.005
"S3_BAET",2.27723378770324,0.293415008716167,"TempSurvival_GAMM",-0.005,1,-0.005
"S1_NZMS",18748.192123753,1673.46814029681,"TempSurvival_GAMM",-0.005,1,-0.005
"S2_NZMS",7494.21863935388,3376.02679973666,"TempSurvival_GAMM",-0.005,1,-0.005
"S3_NZMS",4282.22089720758,3785.11931526363,"TempSurvival_GAMM",-0.005,1,-0.005
"S1_CHIR",51.664582884844,8.50428917715911,"TempSurvival_GAMM",-0.005,1,-0.005
"S2_CHIR",9.72535560866697,9.20108940997349,"TempSurvival_GAMM",-0.005,1,-0.005
"S3_CHIR",4.47495305514684,3.91342677545848,"TempSurvival_GAMM",-0.005,1,-0.005
"S1_GAMM",36.5554708497146,106.404307919092,"TempSurvival_GAMM",-0.005,1,-0.005
"S2_GAMM",18.299103316146,192.031169398848,"TempSurvival_GAMM",-0.005,1,-0.005
"S3_GAMM",5.3541803962036,109.688027008779,"TempSurvival_GAMM",-0.005,1,-0.005
"S1_HYOS",49.1839996388893,397.912500224512,"TempSurvival_HYOS",-0.004,1,-0.004
"S2_HYOS",13.6089262950546,198.693439479068,"TempSurvival_HYOS",-0.004,1,-0.004
"S3_HYOS",0.771476116410213,10.6705573077849,"TempSurvival_HYOS",-0.004,1,-0.004
"S1_BAET",54.3689918590961,1.21403576438759,"TempSurvival_HYOS",-0.004,1,-0.004
"S2_BAET",9.39959734216785,1.48585877170269,"TempSurvival_HYOS",-0.004,1,-0.004
"S3_BAET",2.2859998519018,0.294477998873978,"TempSurvival_HYOS",-0.004,1,-0.004
"S1_NZMS",18751.4647540417,1673.76025606386,"TempSurvival_HYOS",-0.004,1,-0.004
"S2_NZMS",7495.07859996153,3376.41419836991,"TempSurvival_HYOS",-0.004,1,-0.004
"S3_NZMS",4282.79102151601,3785.62325669583,"TempSurvival_HYOS",-0.004,1,-0.004
"S1_CHIR",51.6677090379314,8.50550383679475,"TempSurvival_HYOS",-0.004,1,-0.004
"S2_CHIR",9.72496883441631,9.20015416481308,"TempSurvival_HYOS",-0.004,1,-0.004
"S3_CHIR",4.47414773785058,3.91132927009863,"TempSurvival_HYOS",-0.004,1,-0.004
"S1_GAMM",36.5561869556906,106.406392333791,"TempSurvival_HYOS",-0.004,1,-0.004
"S2_GAMM",18.3021694603445,192.063345579603,"TempSurvival_HYOS",-0.004,1,-0.004
"S3_GAMM",5.35476318004107,109.69996616745,"TempSurvival_HYOS",-0.004,1,-0.004
"S1_HYOS",49.2370062238778,398.491992037391,"TempSurvival_BAET",-0.004,1,-0.004
"S2_HYOS",13.6346437121823,199.088785902125,"TempSurvival_BAET",-0.004,1,-0.004
"S3_HYOS",0.766867393029164,10.6040012159212,"TempSurvival_BAET",-0.004,1,-0.004
"S1_BAET",54.5022043439849,1.21900286880719,"TempSurvival_BAET",-0.004,1,-0.004
"S2_BAET",9.40920930028114,1.48845060640392,"TempSurvival_BAET",-0.004,1,-0.004
"S3_BAET",2.27663520438193,0.29334309417531,"TempSurvival_BAET",-0.004,1,-0.004
"S1_NZMS",18747.9687338744,1673.44820046249,"TempSurvival_BAET",-0.004,1,-0.004
"S2_NZMS",7494.15512288335,3375.99818657269,"TempSurvival_BAET",-0.004,1,-0.004
"S3_NZMS",4282.18450635214,3785.08714884039,"TempSurvival_BAET",-0.004,1,-0.004
"S1_CHIR",51.6643058883766,8.50418964543119,"TempSurvival_BAET",-0.004,1,-0.004
"S2_CHIR",9.72538481559667,9.20115581298499,"TempSurvival_BAET",-0.004,1,-0.004
"S3_CHIR",4.47500076564107,3.91356461517863,"TempSurvival_BAET",-0.004,1,-0.004
"S1_GAMM",36.5554097563013,106.404130090651,"TempSurvival_BAET",-0.004,1,-0.004
"S2_GAMM",18.2989067165553,192.029106278668,"TempSurvival_BAET",-0.004,1,-0.004
"S3_GAMM",5.35411809370795,109.686750653236,"TempSurvival_BAET",-0.004,1,-0.004
"S1_HYOS",49.2930179067134,399.104430502357,"TempSurvival_CHIR",-0.004,1,-0.004
"S2_HYOS",13.6619175336557,199.50748404485,"TempSurvival_CHIR",-0.004,1,-0.004
"S3_HYOS",0.762066122234742,10.5343641165138,"TempSurvival_CHIR",-0.004,1,-0.004
"S1_BAET",54.6432835643765,1.22427636881131,"TempSurvival_CHIR",-0.004,1,-0.004
"S2_BAET",9.41936966747832,1.49120177567222,"TempSurvival_CHIR",-0.004,1,-0.004
"S3_BAET",2.2667130127489,0.292139470843254,"TempSurvival_CHIR",-0.004,1,-0.004
"S1_NZMS",18744.2670916861,1673.11779099006,"TempSurvival_CHIR",-0.004,1,-0.004
"S2_NZMS",7493.18499573782,3375.561159659,"TempSurvival_CHIR",-0.004,1,-0.004
"S3_NZMS",4281.53794698609,3784.51564531367,"TempSurvival_CHIR",-0.004,1,-0.004
"S1_CHIR",51.660811720407,8.50282575163709,"TempSurvival_CHIR",-0.004,1,-0.004
"S2_CHIR",9.72581973776776,9.20221170416598,"TempSurvival_CHIR",-0.004,1,-0.004
"S3_CHIR",4.47591943590239,3.91594378189025,"TempSurvival_CHIR",-0.004,1,-0.004
"S1_GAMM",36.5544043626088,106.401203628003,"TempSurvival_CHIR",-0.004,1,-0.004
"S2_GAMM",18.2955227415597,191.993594774941,"TempSurvival_CHIR",-0.004,1,-0.004
"S3_GAMM",5.35346981672492,109.673469774005,"TempSurvival_CHIR",-0.004,1,-0.004
"S1_HYOS",49.2302683403542,398.418554227217,"TempSurvival_NZMS",-0.004,1,-0.004
"S2_HYOS",13.6314753424197,199.039652277591,"TempSurvival_NZMS",-0.004,1,-0.004
"S3_HYOS",0.767494904196499,10.6128863594362,"TempSurvival_NZMS",-0.004,1,-0.004
"S1_BAET",54.4852147537674,1.21837335025484,"TempSurvival_NZMS",-0.004,1,-0.004
"S2_BAET",9.4079751640138,1.48812154363118,"TempSurvival_NZMS",-0.004,1,-0.004
"S3_BAET",2.27781461270378,0.293485787182426,"TempSurvival_NZMS",-0.004,1,-0.004
"S1_NZMS",18748.410222487,1673.48760784229,"TempSurvival_NZMS",-0.004,1,-0.004
"S2_NZMS",7494.2740270408,3376.05175101236,"TempSurvival_NZMS",-0.004,1,-0.004
"S3_NZMS",4282.25837063568,3785.15243858911,"TempSurvival_NZMS",-0.004,1,-0.004
"S1_CHIR",51.6647643213161,8.50436323936747,"TempSurvival_NZMS",-0.004,1,-0.004
"S2_CHIR",9.72533153470676,9.2010290869632,"TempSurvival_NZMS",-0.004,1,-0.004
"S3_CHIR",4.47489637866434,3.91328594478256,"TempSurvival_NZMS",-0.004,1,-0.004
"S1_GAMM",36.5554623348119,106.404283134229,"TempSurvival_NZMS",-0.004,1,-0.004
"S2_GAMM",18.2993230553593,192.033475346705,"TempSurvival_NZMS",-0.004,1,-0.004
"S3_GAMM",5.35422127799671,109.688864530658,"TempSurvival_NZMS",-0.004,1,-0.004
"S1_HYOS",49.2103977617863,398.201152356379,"TempSurvival_GAMM",-0.004,1,-0.004
"S2_HYOS",13.6217190435447,198.890107909119,"TempSurvival_GAMM",-0.004,1,-0.004
"S3_HYOS",0.769168429371701,10.6373057007771,"TempSurvival_GAMM",-0.004,1,-0.004
"S1_BAET",54.4354888526619,1.21651751707642,"TempSurvival_GAMM",-0.004,1,-0.004
"S2_BAET",9.4043969139032,1.48715388195016,"TempSurvival_GAMM",-0.004,1,-0.004
"S3_BAET",2.28134035132614,0.293913061529679,"TempSurvival_GAMM",-0.004,1,-0.004
"S1_NZMS",18749.7181323463,1673.60435219105,"TempSurvival_GAMM",-0.004,1,-0.004
"S2_NZMS",7494.61751481347,3376.20648681361,"TempSurvival_GAMM",-0.004,1,-0.004
"S3_NZMS",4282.48961860575,3785.35684214024,"TempSurvival_GAMM",-0.004,1,-0.004
"S1_CHIR",51.6660507217458,8.50485876046126,"TempSurvival_GAMM",-0.004,1,-0.004
"S2_CHIR",9.72517511401668,9.20065296223197,"TempSurvival_GAMM",-0.004,1,-0.004
"S3_CHIR",4.47457724040858,3.91244793962392,"TempSurvival_GAMM",-0.004,1,-0.004
"S1_GAMM",36.5559222040417,106.405621704516,"TempSurvival_GAMM",-0.004,1,-0.004
"S2_GAMM",18.3005192972589,192.046028733989,"TempSurvival_GAMM",-0.004,1,-0.004
"S3_GAMM",5.35443626476057,109.693268841349,"TempSurvival_GAMM",-0.004,1,-0.004
"S1_HYOS",49.2368323291052,398.490599073607,"TempSurvival_HYOS",-0.003,1,-0.003
"S2_HYOS",13.6346677855458,199.088768500548,"TempSurvival_HYOS",-0.003,1,-0.003
"S3_HYOS",0.7668674522254,10.6040428228562,"TempSurvival_HYOS",-0.003,1,-0.003
"S1_BAET",54.5019929427852,1.21899847417416,"TempSurvival_HYOS",-0.003,1,-0.003
"S2_BAET",9.40918526734397,1.48844719482836,"TempSurvival_HYOS",-0.003,1,-0.003
"S3_BAET",2.27661838478573,0.293340653843841,"TempSurvival_HYOS",-0.003,1,-0.003
"S1_NZMS",18747.9619621162,1673.44759601373,"TempSurvival_HYOS",-0.003,1,-0.003
"S2_NZMS",7494.15703423846,3375.99904760789,"TempSurvival_HYOS",-0.003,1,-0.003
"S3_NZMS",4282.1839981449,3785.08669962838,"TempSurvival_HYOS",-0.003,1,-0.003
"S1_CHIR",51.6643521431343,8.50420267336025,"TempSurvival_HYOS",-0.003,1,-0.003
"S2_CHIR",9.72538310460685,9.20115378631793,"TempSurvival_HYOS",-0.003,1,-0.003
"S3_CHIR",4.47500375430383,3.91356561216385,"TempSurvival_HYOS",-0.003,1,-0.003
"S1_GAMM",36.5555828558409,106.404633942367,"TempSurvival_HYOS",-0.003,1,-0.003
"S2_GAMM",18.2988300771108,192.02830202275,"TempSurvival_HYOS",-0.003,1,-0.003
"S3_GAMM",5.35412375696655,109.686866673171,"TempSurvival_HYOS",-0.003,1,-0.003
"S1_HYOS",49.1971676488543,398.056651545436,"TempSurvival_BAET",-0.003,1,-0.003
"S2_HYOS",13.6152454668236,198.790903600756,"TempSurvival_BAET",-0.003,1,-0.003
"S3_HYOS",0.77024659713295,10.6531639173666,"TempSurvival_BAET",-0.003,1,-0.003
"S1_BAET",54.4019986569682,1.21526514556244,"TempSurvival_BAET",-0.003,1,-0.003
"S2_BAET",9.4019820471994,1.48650025659972,"TempSurvival_BAET",-0.003,1,-0.003
"S3_BAET",2.2836587021073,0.294194002665383,"TempSurvival_BAET",-0.003,1,-0.003
"S1_NZMS",18750.5785890413,1673.68115676269,"TempSurvival_BAET",-0.003,1,-0.003
"S2_NZMS",7494.84428257802,3376.30864209987,"TempSurvival_BAET",-0.003,1,-0.003
"S3_NZMS",4282.64368046445,3785.49301972918,"TempSurvival_BAET",-0.003,1,-0.003
"S1_CHIR",51.6668894551876,8.50518415349196,"TempSurvival_BAET",-0.003,1,-0.003
"S2_CHIR",9.7250719742165,9.20040356352254,"TempSurvival_BAET",-0.003,1,-0.003
"S3_CHIR",4.4743624891296,3.9118886048613,"TempSurvival_BAET",-0.003,1,-0.003
"S1_GAMM",36.5563808951628,106.406956845609,"TempSurvival_BAET",-0.003,1,-0.003
"S2_GAMM",18.301235883162,192.053548601305,"TempSurvival_BAET",-0.003,1,-0.003
"S3_GAMM",5.35456631272768,109.695933059562,"TempSurvival_BAET",-0.003,1,-0.003
"S1_HYOS",49.2434304988863,398.562939374151,"TempSurvival_CHIR",-0.003,1,-0.003
"S2_HYOS",13.6379941115987,199.139515926273,"TempSurvival_CHIR",-0.003,1,-0.003
"S3_HYOS",0.766297717209435,10.5957357175384,"TempSurvival_CHIR",-0.003,1,-0.003
"S1_BAET",54.5190635294339,1.21963297052296,"TempSurvival_CHIR",-0.003,1,-0.003
"S2_BAET",9.41039518262999,1.48877796072356,"TempSurvival_CHIR",-0.003,1,-0.003
"S3_BAET",2.27535193634666,0.293186912633714,"TempSurvival_CHIR",-0.003,1,-0.003
"S1_NZMS",18747.5221259402,1673.40833613082,"TempSurvival_CHIR",-0.003,1,-0.003
