"StageGroup","Abundance","Parameter","SensitivityIncrement"
"S1_BAET",62.2074891153549,"G1_HYOS",-0.007
"S2_BAET",9.98069380097889,"G1_HYOS",-0.007
"S3_BAET",1.93837022042578,"G1_HYOS",-0.007
"S1_NZMS",18770.8193421368,"G1_HYOS",-0.007
"S2_NZMS",7512.42505495394,"G1_HYOS",-0.007
"S3_NZMS",4305.86190626178,"G1_HYOS",-0.007
"S1_CHIR",49.4779787284403,"G1_HYOS",-0.007
"S2_CHIR",9.87683289722281,"G1_HYOS",-0.007
"S3_CHIR",4.25261865959865,"G1_HYOS",-0.007
"S1_GAMM",34.9519045194103,"G1_HYOS",-0.007
"S2_GAMM",18.0267287636547,"G1_HYOS",-0.007
"S3_GAMM",5.35418467648737,"G1_HYOS",-0.007
"S1_HYOS",48.981071990693,"G1_BAET",-0.007
"S2_HYOS",13.5029764529205,"G1_BAET",-0.007
"S3_HYOS",0.792145792603179,"G1_BAET",-0.007
"S1_BAET",69.0670123058118,"G1_BAET",-0.007
"S2_BAET",8.49501971692966,"G1_BAET",-0.007
"S3_BAET",1.96448458450677,"G1_BAET",-0.007
"S1_NZMS",18772.7943474109,"G1_BAET",-0.007
"S2_NZMS",7501.4735674098,"G1_BAET",-0.007
"S3_NZMS",4290.12207297831,"G1_BAET",-0.007
"S1_CHIR",51.6717243023363,"G1_BAET",-0.007
"S2_CHIR",9.7250290095704,"G1_BAET",-0.007
"S3_CHIR",4.47219242333606,"G1_BAET",-0.007
"S1_GAMM",36.5485266436726,"G1_BAET",-0.007
"S2_GAMM",18.3097077279419,"G1_BAET",-0.007
"S3_GAMM",5.35777622735833,"G1_BAET",-0.007
"S1_HYOS",47.8452929684204,"G1_NZMS",-0.007
"S2_HYOS",13.0169028277796,"G1_NZMS",-0.007
"S3_HYOS",0.781127537455209,"G1_NZMS",-0.007
"S1_BAET",63.8570498442502,"G1_NZMS",-0.007
"S2_BAET",10.318259083268,"G1_NZMS",-0.007
"S3_BAET",2.23563028171877,"G1_NZMS",-0.007
"S1_NZMS",22155.0981707841,"G1_NZMS",-0.007
"S2_NZMS",7146.18118724164,"G1_NZMS",-0.007
"S3_NZMS",4102.459797966,"G1_NZMS",-0.007
"S1_CHIR",51.3041121226954,"G1_NZMS",-0.007
"S2_CHIR",9.80683051068117,"G1_NZMS",-0.007
"S3_CHIR",4.30180995316611,"G1_NZMS",-0.007
"S1_GAMM",35.8544040989101,"G1_NZMS",-0.007
"S2_GAMM",19.0879686783971,"G1_NZMS",-0.007
"S3_GAMM",5.64969849917041,"G1_NZMS",-0.007
"S1_HYOS",51.0205013828161,"G1_GAMM",-0.007
"S2_HYOS",14.4524370101503,"G1_GAMM",-0.007
"S3_HYOS",0.653017704734173,"G1_GAMM",-0.007
"S1_BAET",65.5334254503039,"G1_GAMM",-0.007
"S2_BAET",10.4375677987694,"G1_GAMM",-0.007
"S3_BAET",1.81092734050642,"G1_GAMM",-0.007
"S1_NZMS",18695.7058962416,"G1_GAMM",-0.007
"S2_NZMS",7487.64188540524,"G1_GAMM",-0.007
"S3_NZMS",4279.5530739992,"G1_GAMM",-0.007
"S1_CHIR",50.8377594989211,"G1_GAMM",-0.007
"S2_CHIR",9.76804156828451,"G1_GAMM",-0.007
"S3_CHIR",4.4915436499908,"G1_GAMM",-0.007
"S1_GAMM",35.7935675094277,"G1_GAMM",-0.007
"S2_GAMM",17.3687522157764,"G1_GAMM",-0.007
"S3_GAMM",5.18544530597196,"G1_GAMM",-0.007
"S1_HYOS",49.0330022205284,"G1_CHIR",-0.007
"S2_HYOS",13.5136247218797,"G1_CHIR",-0.007
"S3_HYOS",0.79205561823709,"G1_CHIR",-0.007
"S1_BAET",55.011207035905,"G1_CHIR",-0.007
"S2_BAET",9.4502303647588,"G1_CHIR",-0.007
"S3_BAET",2.27162994209728,"G1_CHIR",-0.007
"S1_NZMS",18772.4992113695,"G1_CHIR",-0.007
"S2_NZMS",7501.20831696493,"G1_CHIR",-0.007
"S3_NZMS",4289.89293830438,"G1_CHIR",-0.007
"S1_CHIR",51.6770352483765,"G1_CHIR",-0.007
"S2_CHIR",9.68041340140683,"G1_CHIR",-0.007
"S3_CHIR",4.47241160433983,"G1_CHIR",-0.007
"S1_GAMM",36.5603820735146,"G1_CHIR",-0.007
"S2_GAMM",18.3115907529018,"G1_CHIR",-0.007
"S3_GAMM",5.35781643580984,"G1_CHIR",-0.007
"S1_HYOS",52.2530268240591,"G2_HYOS",-0.007
"S2_HYOS",14.8993672772845,"G2_HYOS",-0.007
"S3_HYOS",0.57847418817652,"G2_HYOS",-0.007
"S1_BAET",57.4926109598709,"G2_HYOS",-0.007
"S2_BAET",9.53792733263642,"G2_HYOS",-0.007
"S3_BAET",1.82719305258683,"G2_HYOS",-0.007
"S1_NZMS",18631.0379054047,"G2_HYOS",-0.007
"S2_NZMS",7463.36392543157,"G2_HYOS",-0.007
"S3_NZMS",4259.98370208677,"G2_HYOS",-0.007
"S1_CHIR",50.7629313140127,"G2_HYOS",-0.007
"S2_CHIR",9.78950140642248,"G2_HYOS",-0.007
"S3_CHIR",4.53154531827342,"G2_HYOS",-0.007
"S1_GAMM",36.390792688398,"G2_HYOS",-0.007
"S2_GAMM",17.795369985536,"G2_HYOS",-0.007
"S3_GAMM",5.2365261884732,"G2_HYOS",-0.007
"S1_HYOS",48.8988627336913,"G2_BAET",-0.007
"S2_HYOS",13.4876237282895,"G2_BAET",-0.007
"S3_HYOS",0.79208867543316,"G2_BAET",-0.007
"S1_BAET",67.3545888141633,"G2_BAET",-0.007
"S2_BAET",10.6484785628261,"G2_BAET",-0.007
"S3_BAET",1.73431660294283,"G2_BAET",-0.007
"S1_NZMS",18774.1874168193,"G2_BAET",-0.007
"S2_NZMS",7501.87358637832,"G2_BAET",-0.007
"S3_NZMS",4290.40389163771,"G2_BAET",-0.007
"S1_CHIR",51.6711300869205,"G2_BAET",-0.007
"S2_CHIR",9.72525294519583,"G2_BAET",-0.007
"S3_CHIR",4.47227162141503,"G2_BAET",-0.007
"S1_GAMM",36.5560018660868,"G2_BAET",-0.007
"S2_GAMM",18.3118314823806,"G2_BAET",-0.007
"S3_GAMM",5.357993892357,"G2_BAET",-0.007
"S1_HYOS",50.0962997957246,"G2_NZMS",-0.007
"S2_HYOS",13.9530767273404,"G2_NZMS",-0.007
"S3_HYOS",0.728125973383738,"G2_NZMS",-0.007
"S1_BAET",60.4264397180744,"G2_NZMS",-0.007
"S2_BAET",9.89080076104346,"G2_NZMS",-0.007
"S3_BAET",2.07265195882344,"G2_NZMS",-0.007
"S1_NZMS",19392.6116871267,"G2_NZMS",-0.007
"S2_NZMS",7760.88438388851,"G2_NZMS",-0.007
"S3_NZMS",4057.86080747887,"G2_NZMS",-0.007
"S1_CHIR",51.6303839338302,"G2_NZMS",-0.007
"S2_CHIR",9.75973063551287,"G2_NZMS",-0.007
"S3_CHIR",4.42883547004287,"G2_NZMS",-0.007
"S1_GAMM",36.4264341876447,"G2_NZMS",-0.007
"S2_GAMM",18.5703382573057,"G2_NZMS",-0.007
"S3_GAMM",5.44546442358674,"G2_NZMS",-0.007
"S1_HYOS",49.4262595896853,"G2_GAMM",-0.007
"S2_HYOS",13.7342438111682,"G2_GAMM",-0.007
"S3_HYOS",0.755338593982263,"G2_GAMM",-0.007
"S1_BAET",58.4754592429502,"G2_GAMM",-0.007
"S2_BAET",9.75929243119854,"G2_GAMM",-0.007
"S3_BAET",2.03131471229818,"G2_GAMM",-0.007
"S1_NZMS",18794.7735491945,"G2_GAMM",-0.007
"S2_NZMS",7507.38365569805,"G2_GAMM",-0.007
"S3_NZMS",4293.52046535103,"G2_GAMM",-0.007
"S1_CHIR",50.8169782494838,"G2_GAMM",-0.007
"S2_CHIR",9.79748027291519,"G2_GAMM",-0.007
"S3_CHIR",4.41491907640427,"G2_GAMM",-0.007
"S1_GAMM",35.9596802692003,"G2_GAMM",-0.007
"S2_GAMM",17.9490309357487,"G2_GAMM",-0.007
"S3_GAMM",5.17221288075722,"G2_GAMM",-0.007
"S1_HYOS",49.0352795063078,"G2_CHIR",-0.007
"S2_HYOS",13.5128145980012,"G2_CHIR",-0.007
"S3_HYOS",0.792263264644416,"G2_CHIR",-0.007
"S1_BAET",55.0073433002695,"G2_CHIR",-0.007
"S2_BAET",9.45021369446037,"G2_CHIR",-0.007
"S3_BAET",2.27187466788368,"G2_CHIR",-0.007
"S1_NZMS",18772.3927907341,"G2_CHIR",-0.007
"S2_NZMS",7501.19621042666,"G2_CHIR",-0.007
"S3_NZMS",4289.90027262896,"G2_CHIR",-0.007
"S1_CHIR",51.6774902292953,"G2_CHIR",-0.007
"S2_CHIR",9.72522462447817,"G2_CHIR",-0.007
"S3_CHIR",4.46330251984843,"G2_CHIR",-0.007
"S1_GAMM",36.5580563811392,"G2_CHIR",-0.007
"S2_GAMM",18.3110048549169,"G2_CHIR",-0.007
"S3_GAMM",5.3577057210243,"G2_CHIR",-0.007
"S1_HYOS",57.1969309678582,"G1_HYOS",-0.006
"S2_HYOS",8.47260637032688,"G1_HYOS",-0.006
"S3_HYOS",0.980886482034104,"G1_HYOS",-0.006
"S1_BAET",62.2028220934319,"G1_HYOS",-0.006
"S2_BAET",9.98048028337499,"G1_HYOS",-0.006
"S3_BAET",1.93881569661962,"G1_HYOS",-0.006
"S1_NZMS",18770.8319620289,"G1_HYOS",-0.006
"S2_NZMS",7512.43373901661,"G1_HYOS",-0.006
"S3_NZMS",4305.8760032261,"G1_HYOS",-0.006
"S1_CHIR",49.4794708339583,"G1_HYOS",-0.006
"S2_CHIR",9.87672305226785,"G1_HYOS",-0.006
"S3_CHIR",4.25273692276424,"G1_HYOS",-0.006
"S1_GAMM",34.9523880465113,"G1_HYOS",-0.006
"S2_GAMM",18.0268346856613,"G1_HYOS",-0.006
"S3_GAMM",5.35417112510107,"G1_HYOS",-0.006
"S1_HYOS",48.9477082567809,"G1_BAET",-0.006
"S2_HYOS",13.4999297433012,"G1_BAET",-0.006
"S3_HYOS",0.79199792753604,"G1_BAET",-0.006
"S1_BAET",66.0909587428855,"G1_BAET",-0.006
"S2_BAET",8.86767118428985,"G1_BAET",-0.006
"S3_BAET",2.20862567849723,"G1_BAET",-0.006
"S1_NZMS",18773.7872782795,"G1_BAET",-0.006
"S2_NZMS",7501.70372349588,"G1_BAET",-0.006
"S3_NZMS",4290.18420445895,"G1_BAET",-0.006
"S1_CHIR",51.4854694297283,"G1_BAET",-0.006
"S2_CHIR",9.76422982689855,"G1_BAET",-0.006
"S3_CHIR",4.43096367949687,"G1_BAET",-0.006
"S1_GAMM",36.5504931672546,"G1_BAET",-0.006
"S2_GAMM",18.309620137654,"G1_BAET",-0.006
"S3_GAMM",5.35773714155997,"G1_BAET",-0.006
"S1_HYOS",48.069162700253,"G1_NZMS",-0.006
"S2_HYOS",12.9762157045538,"G1_NZMS",-0.006
"S3_HYOS",0.846630586704123,"G1_NZMS",-0.006
"S1_BAET",62.9180795762147,"G1_NZMS",-0.006
"S2_BAET",10.2229760403532,"G1_NZMS",-0.006
"S3_BAET",2.34886298255755,"G1_NZMS",-0.006
"S1_NZMS",21625.9589532894,"G1_NZMS",-0.006
"S2_NZMS",7205.77062459463,"G1_NZMS",-0.006
"S3_NZMS",4133.73292057238,"G1_NZMS",-0.006
"S1_CHIR",51.0624886790396,"G1_NZMS",-0.006
"S2_CHIR",9.85080221339397,"G1_NZMS",-0.006
"S3_CHIR",4.24504492388342,"G1_NZMS",-0.006
"S1_GAMM",35.7519551470241,"G1_NZMS",-0.006
"S2_GAMM",18.8186688567468,"G1_NZMS",-0.006
"S3_GAMM",5.56034812514829,"G1_NZMS",-0.006
"S1_HYOS",51.1123373939022,"G1_GAMM",-0.006
"S2_HYOS",14.4704160182673,"G1_GAMM",-0.006
"S3_HYOS",0.652710834085721,"G1_GAMM",-0.006
"S1_BAET",60.834384764584,"G1_GAMM",-0.006
"S2_BAET",9.94240165063895,"G1_GAMM",-0.006
"S3_BAET",1.88420543263308,"G1_GAMM",-0.006
"S1_NZMS",18690.7769094277,"G1_GAMM",-0.006
"S2_NZMS",7486.32856050851,"G1_GAMM",-0.006
"S3_NZMS",4278.72417625743,"G1_GAMM",-0.006
"S1_CHIR",50.8341796827994,"G1_GAMM",-0.006
"S2_CHIR",9.76827697721266,"G1_GAMM",-0.006
"S3_CHIR",4.49125363455016,"G1_GAMM",-0.006
"S1_GAMM",35.8067507621417,"G1_GAMM",-0.006
"S2_GAMM",17.4289831415275,"G1_GAMM",-0.006
"S3_GAMM",5.19576300727007,"G1_GAMM",-0.006
"S1_HYOS",49.0325468493558,"G1_CHIR",-0.006
"S2_HYOS",13.5126971936824,"G1_CHIR",-0.006
"S3_HYOS",0.792117976282664,"G1_CHIR",-0.006
"S1_BAET",54.996156233763,"G1_CHIR",-0.006
"S2_BAET",9.44867498989846,"G1_CHIR",-0.006
"S3_BAET",2.27206185034708,"G1_CHIR",-0.006
"S1_NZMS",18772.4468628765,"G1_CHIR",-0.006
"S2_NZMS",7501.22593847089,"G1_CHIR",-0.006
"S3_NZMS",4289.90607706562,"G1_CHIR",-0.006
"S1_CHIR",51.678996890884,"G1_CHIR",-0.006
"S2_CHIR",9.68663587146955,"G1_CHIR",-0.006
"S3_CHIR",4.47234768632625,"G1_CHIR",-0.006
"S1_GAMM",36.5608763238772,"G1_CHIR",-0.006
"S2_GAMM",18.3121656445526,"G1_CHIR",-0.006
"S3_GAMM",5.35791050664864,"G1_CHIR",-0.006
"S1_HYOS",52.2534281001433,"G2_HYOS",-0.006
"S2_HYOS",14.8999701819728,"G2_HYOS",-0.006
"S3_HYOS",0.578407577019151,"G2_HYOS",-0.006
"S1_BAET",57.4896476660191,"G2_HYOS",-0.006
"S2_BAET",9.53767469445654,"G2_HYOS",-0.006
"S3_BAET",1.82711228581299,"G2_HYOS",-0.006
"S1_NZMS",18631.0336827625,"G2_HYOS",-0.006
"S2_NZMS",7463.34779230477,"G2_HYOS",-0.006
"S3_NZMS",4259.9684312544,"G2_HYOS",-0.006
"S1_CHIR",50.7631566558946,"G2_HYOS",-0.006
"S2_CHIR",9.78948735300054,"G2_HYOS",-0.006
"S3_CHIR",4.5315603578001,"G2_HYOS",-0.006
"S1_GAMM",36.3911390566436,"G2_HYOS",-0.006
"S2_GAMM",17.7952870548605,"G2_HYOS",-0.006
"S3_GAMM",5.2365314313662,"G2_HYOS",-0.006
"S1_HYOS",49.0448633669928,"G2_BAET",-0.006
"S2_HYOS",13.5154472255067,"G2_BAET",-0.006
"S3_HYOS",0.79217705820324,"G2_BAET",-0.006
"S1_BAET",55.5356310675174,"G2_BAET",-0.006
"S2_BAET",9.51384292539446,"G2_BAET",-0.006
"S3_BAET",2.0477618342513,"G2_BAET",-0.006
"S1_NZMS",18772.2452599053,"G2_BAET",-0.006
"S2_NZMS",7501.09977898767,"G2_BAET",-0.006
"S3_NZMS",4289.77796955072,"G2_BAET",-0.006
"S1_CHIR",51.6791084004397,"G2_BAET",-0.006
"S2_CHIR",9.72518520543885,"G2_BAET",-0.006
"S3_CHIR",4.47231979313718,"G2_BAET",-0.006
"S1_GAMM",36.5583926290184,"G2_BAET",-0.006
"S2_GAMM",18.311006174091,"G2_BAET",-0.006
"S3_GAMM",5.35768525367488,"G2_BAET",-0.006
"S1_HYOS",50.8622070812637,"G2_NZMS",-0.006
"S2_HYOS",14.3330061176911,"G2_NZMS",-0.006
"S3_HYOS",0.679450402838503,"G2_NZMS",-0.006
"S1_BAET",59.8969442875765,"G2_NZMS",-0.006
"S2_BAET",9.84181571069191,"G2_NZMS",-0.006
"S3_BAET",1.99529032921561,"G2_NZMS",-0.006
"S1_NZMS",19241.1792813061,"G2_NZMS",-0.006
"S2_NZMS",7707.67049122188,"G2_NZMS",-0.006
"S3_NZMS",4082.3721516189,"G2_NZMS",-0.006
"S1_CHIR",51.7367154996852,"G2_NZMS",-0.006
"S2_CHIR",9.74652538902853,"G2_NZMS",-0.006
"S3_CHIR",4.46594012711822,"G2_NZMS",-0.006
"S1_GAMM",36.4047554248826,"G2_NZMS",-0.006
"S2_GAMM",18.5238437501557,"G2_NZMS",-0.006
"S3_GAMM",5.43297554883422,"G2_NZMS",-0.006
"S1_HYOS",49.4061602085491,"G2_GAMM",-0.006
"S2_HYOS",13.730624931361,"G2_GAMM",-0.006
"S3_HYOS",0.75537762509055,"G2_GAMM",-0.006
"S1_BAET",58.0129884990402,"G2_GAMM",-0.006
"S2_BAET",9.7382041957699,"G2_GAMM",-0.006
"S3_BAET",2.06728400540134,"G2_GAMM",-0.006
"S1_NZMS",18794.3110151067,"G2_GAMM",-0.006
"S2_NZMS",7507.207752189,"G2_GAMM",-0.006
"S3_NZMS",4293.40112652505,"G2_GAMM",-0.006
"S1_CHIR",50.8169266885305,"G2_GAMM",-0.006
"S2_CHIR",9.79743800016305,"G2_GAMM",-0.006
"S3_CHIR",4.41490116996797,"G2_GAMM",-0.006
"S1_GAMM",35.9691397624236,"G2_GAMM",-0.006
"S2_GAMM",17.9518930476769,"G2_GAMM",-0.006
"S3_GAMM",5.18856550310954,"G2_GAMM",-0.006
"S1_HYOS",49.0319956099455,"G2_CHIR",-0.006
"S2_HYOS",13.512112782454,"G2_CHIR",-0.006
"S3_HYOS",0.792338678029364,"G2_CHIR",-0.006
"S1_BAET",54.9940956726406,"G2_CHIR",-0.006
"S2_BAET",9.44877776477224,"G2_CHIR",-0.006
"S3_BAET",2.27235247907315,"G2_CHIR",-0.006
"S1_NZMS",18772.6130455695,"G2_CHIR",-0.006
"S2_NZMS",7501.23828826266,"G2_CHIR",-0.006
"S3_NZMS",4289.90770927246,"G2_CHIR",-0.006
"S1_CHIR",51.6791055414673,"G2_CHIR",-0.006
"S2_CHIR",9.72507981866776,"G2_CHIR",-0.006
"S3_CHIR",4.46460651974823,"G2_CHIR",-0.006
"S1_GAMM",36.5589866335423,"G2_CHIR",-0.006
"S2_GAMM",18.3115105864327,"G2_CHIR",-0.006
"S3_GAMM",5.35778392226965,"G2_CHIR",-0.006
"S1_HYOS",57.2010730907857,"G1_HYOS",-0.005
"S2_HYOS",8.47225325555527,"G1_HYOS",-0.005
"S3_HYOS",0.98084220935352,"G1_HYOS",-0.005
"S1_BAET",62.2100188468953,"G1_HYOS",-0.005
"S2_BAET",9.98088960919872,"G1_HYOS",-0.005
"S3_BAET",1.93833385135347,"G1_HYOS",-0.005
"S1_NZMS",18770.7046257695,"G1_HYOS",-0.005
"S2_NZMS",7512.40818639894,"G1_HYOS",-0.005
"S3_NZMS",4305.8628309959,"G1_HYOS",-0.005
"S1_CHIR",49.4777844002294,"G1_HYOS",-0.005
"S2_CHIR",9.87682432722525,"G1_HYOS",-0.005
"S3_CHIR",4.25255865133169,"G1_HYOS",-0.005
"S1_GAMM",34.9520929462851,"G1_HYOS",-0.005
"S2_GAMM",18.0268591179027,"G1_HYOS",-0.005
"S3_GAMM",5.3542093297229,"G1_HYOS",-0.005
"S1_HYOS",48.9500787883024,"G1_BAET",-0.005
"S2_HYOS",13.4995133392655,"G1_BAET",-0.005
"S3_HYOS",0.791982423167717,"G1_BAET",-0.005
"S1_BAET",66.1797307142626,"G1_BAET",-0.005
"S2_BAET",8.99110883716385,"G1_BAET",-0.005
"S3_BAET",2.21261341491116,"G1_BAET",-0.005
"S1_NZMS",18773.4372915926,"G1_BAET",-0.005
"S2_NZMS",7501.67876981677,"G1_BAET",-0.005
"S3_NZMS",4290.20864457184,"G1_BAET",-0.005
"S1_CHIR",51.486359238209,"G1_BAET",-0.005
"S2_CHIR",9.76408102097949,"G1_BAET",-0.005
"S3_CHIR",4.4309495163471,"G1_BAET",-0.005
"S1_GAMM",36.5508830402753,"G1_BAET",-0.005
"S2_GAMM",18.3099620290929,"G1_BAET",-0.005
"S3_GAMM",5.3578104532526,"G1_BAET",-0.005
"S1_HYOS",50.9060362164839,"G1_NZMS",-0.005
"S2_HYOS",14.4554007671084,"G1_NZMS",-0.005
"S3_HYOS",0.668973064184952,"G1_NZMS",-0.005
"S1_BAET",59.5560362633001,"G1_NZMS",-0.005
"S2_BAET",9.730468453455,"G1_NZMS",-0.005
"S3_BAET",1.92428340524908,"G1_NZMS",-0.005
"S1_NZMS",20934.9745671757,"G1_NZMS",-0.005
"S2_NZMS",7224.29681287433,"G1_NZMS",-0.005
"S3_NZMS",4138.32349835122,"G1_NZMS",-0.005
"S1_CHIR",51.3173415241294,"G1_NZMS",-0.005
"S2_CHIR",9.80693080474218,"G1_NZMS",-0.005
"S3_CHIR",4.36136218420258,"G1_NZMS",-0.005
"S1_GAMM",36.3248435984662,"G1_NZMS",-0.005
"S2_GAMM",18.7148471622094,"G1_NZMS",-0.005
"S3_GAMM",5.51064350479727,"G1_NZMS",-0.005
"S1_HYOS",51.1017983187,"G1_GAMM",-0.005
"S2_HYOS",14.4658165475731,"G1_GAMM",-0.005
"S3_HYOS",0.653068800541835,"G1_GAMM",-0.005
"S1_BAET",61.9061954160007,"G1_GAMM",-0.005
"S2_BAET",10.0307428432912,"G1_GAMM",-0.005
"S3_BAET",1.84398904217406,"G1_GAMM",-0.005
"S1_NZMS",18688.7821854117,"G1_GAMM",-0.005
"S2_NZMS",7485.68846305933,"G1_GAMM",-0.005
"S3_NZMS",4278.36301771035,"G1_GAMM",-0.005
"S1_CHIR",50.8277537964165,"G1_GAMM",-0.005
"S2_CHIR",9.76855895601332,"G1_GAMM",-0.005
"S3_CHIR",4.49075882995122,"G1_GAMM",-0.005
"S1_GAMM",35.8269710563376,"G1_GAMM",-0.005
"S2_GAMM",17.4891543340031,"G1_GAMM",-0.005
"S3_GAMM",5.20592250437036,"G1_GAMM",-0.005
"S1_HYOS",49.0323188639327,"G1_CHIR",-0.005
"S2_HYOS",13.5135888228496,"G1_CHIR",-0.005
"S3_HYOS",0.792078382794269,"G1_CHIR",-0.005
"S1_BAET",55.0011083611455,"G1_CHIR",-0.005
"S2_BAET",9.44921127239749,"G1_CHIR",-0.005
"S3_BAET",2.27189711485517,"G1_CHIR",-0.005
"S1_NZMS",18772.6084062321,"G1_CHIR",-0.005
"S2_NZMS",7501.22392946755,"G1_CHIR",-0.005
"S3_NZMS",4289.88688630106,"G1_CHIR",-0.005
"S1_CHIR",51.6778315269029,"G1_CHIR",-0.005
"S2_CHIR",9.69319290715076,"G1_CHIR",-0.005
"S3_CHIR",4.47230210773736,"G1_CHIR",-0.005
"S1_GAMM",36.5601686276578,"G1_CHIR",-0.005
"S2_GAMM",18.3116478029872,"G1_CHIR",-0.005
"S3_GAMM",5.35781954156081,"G1_CHIR",-0.005
"S1_HYOS",52.2539842597878,"G2_HYOS",-0.005
"S2_HYOS",14.8988945768363,"G2_HYOS",-0.005
"S3_HYOS",0.578503330557868,"G2_HYOS",-0.005
"S1_BAET",57.4891947503876,"G2_HYOS",-0.005
"S2_BAET",9.53751858934351,"G2_HYOS",-0.005
"S3_BAET",1.82715020028601,"G2_HYOS",-0.005
"S1_NZMS",18630.9233043393,"G2_HYOS",-0.005
"S2_NZMS",7463.35634892119,"G2_HYOS",-0.005
"S3_NZMS",4259.98491396055,"G2_HYOS",-0.005
"S1_CHIR",50.7630351075734,"G2_HYOS",-0.005
"S2_CHIR",9.78949932699011,"G2_HYOS",-0.005
"S3_CHIR",4.53156713521069,"G2_HYOS",-0.005
"S1_GAMM",36.391073923266,"G2_HYOS",-0.005
"S2_GAMM",17.7952921913011,"G2_HYOS",-0.005
"S3_GAMM",5.2365120537384,"G2_HYOS",-0.005
"S1_HYOS",49.0460017271844,"G2_BAET",-0.005
"S2_HYOS",13.5157756874024,"G2_BAET",-0.005
"S3_HYOS",0.792109257895757,"G2_BAET",-0.005
"S1_BAET",55.6546653562653,"G2_BAET",-0.005
"S2_BAET",9.48268109749834,"G2_BAET",-0.005
"S3_BAET",1.99230320314487,"G2_BAET",-0.005
"S1_NZMS",18772.14338518,"G2_BAET",-0.005
"S2_NZMS",7501.07464954538,"G2_BAET",-0.005
"S3_NZMS",4289.77571354717,"G2_BAET",-0.005
"S1_CHIR",51.6783858088132,"G2_BAET",-0.005
"S2_CHIR",9.72521834081101,"G2_BAET",-0.005
"S3_CHIR",4.47230633683383,"G2_BAET",-0.005
"S1_GAMM",36.5577276296284,"G2_BAET",-0.005
"S2_GAMM",18.3106256367136,"G2_BAET",-0.005
"S3_GAMM",5.35762924337521,"G2_BAET",-0.005
"S1_HYOS",49.7221838442354,"G2_NZMS",-0.005
"S2_HYOS",13.7697910183485,"G2_NZMS",-0.005
"S3_HYOS",0.793455325517657,"G2_NZMS",-0.005
"S1_BAET",56.6942832699931,"G2_NZMS",-0.005
"S2_BAET",9.55955565275155,"G2_NZMS",-0.005
"S3_BAET",2.15736679372679,"G2_NZMS",-0.005
"S1_NZMS",19224.9984898099,"G2_NZMS",-0.005
"S2_NZMS",7690.36703428981,"G2_NZMS",-0.005
"S3_NZMS",4130.51342808341,"G2_NZMS",-0.005
"S1_CHIR",51.5670181682773,"G2_NZMS",-0.005
"S2_CHIR",9.75952385614096,"G2_NZMS",-0.005
"S3_CHIR",4.47776099685815,"G2_NZMS",-0.005
"S1_GAMM",36.6245793582973,"G2_NZMS",-0.005
"S2_GAMM",18.4866215885057,"G2_NZMS",-0.005
"S3_GAMM",5.41075117756052,"G2_NZMS",-0.005
"S1_HYOS",49.3885495894132,"G2_GAMM",-0.005
"S2_HYOS",13.7272076208288,"G2_GAMM",-0.005
"S3_HYOS",0.755396216081547,"G2_GAMM",-0.005
"S1_BAET",57.9881497558612,"G2_GAMM",-0.005
"S2_BAET",9.73613834750303,"G2_GAMM",-0.005
"S3_BAET",2.067384749108,"G2_GAMM",-0.005
"S1_NZMS",18793.7512695311,"G2_GAMM",-0.005
"S2_NZMS",7506.99165851287,"G2_GAMM",-0.005
"S3_NZMS",4293.26854297119,"G2_GAMM",-0.005
"S1_CHIR",50.8168429930473,"G2_GAMM",-0.005
"S2_CHIR",9.79741542206714,"G2_GAMM",-0.005
"S3_CHIR",4.414947041893,"G2_GAMM",-0.005
"S1_GAMM",35.9782018044796,"G2_GAMM",-0.005
"S2_GAMM",17.9546216198446,"G2_GAMM",-0.005
"S3_GAMM",5.20490283263742,"G2_GAMM",-0.005
"S1_HYOS",49.0336510462499,"G2_CHIR",-0.005
"S2_HYOS",13.5135425765363,"G2_CHIR",-0.005
"S3_HYOS",0.79217154475271,"G2_CHIR",-0.005
"S1_BAET",55.0034516947863,"G2_CHIR",-0.005
"S2_BAET",9.44976077548517,"G2_CHIR",-0.005
"S3_BAET",2.27192049225968,"G2_CHIR",-0.005
"S1_NZMS",18772.5980222538,"G2_CHIR",-0.005
"S2_NZMS",7501.21599822348,"G2_CHIR",-0.005
"S3_NZMS",4289.88303488279,"G2_CHIR",-0.005
"S1_CHIR",51.6776642451562,"G2_CHIR",-0.005
"S2_CHIR",9.72520226544826,"G2_CHIR",-0.005
"S3_CHIR",4.46590977623459,"G2_CHIR",-0.005
"S1_GAMM",36.5584097442219,"G2_CHIR",-0.005
"S2_GAMM",18.3109538833581,"G2_CHIR",-0.005
"S3_GAMM",5.35767310861961,"G2_CHIR",-0.005
"S1_HYOS",57.1985005170206,"G1_HYOS",-0.004
"S2_HYOS",8.47242310211289,"G1_HYOS",-0.004
"S3_HYOS",0.980896460461794,"G1_HYOS",-0.004
"S1_BAET",62.2066737079421,"G1_HYOS",-0.004
"S2_BAET",9.98067759058877,"G1_HYOS",-0.004
"S3_BAET",1.93848157860984,"G1_HYOS",-0.004
"S1_NZMS",18770.8067470729,"G1_HYOS",-0.004
"S2_NZMS",7512.42746041027,"G1_HYOS",-0.004
"S3_NZMS",4305.86815444814,"G1_HYOS",-0.004
"S1_CHIR",49.478232281266,"G1_HYOS",-0.004
