"StageGroup","Abundance","Parameter","SensitivityIncrement"
"S2_CHIR",9.87681933429402,"G1_HYOS",-0.004
"S3_CHIR",4.25262372592848,"G1_HYOS",-0.004
"S1_GAMM",34.9520395956026,"G1_HYOS",-0.004
"S2_GAMM",18.0267929497418,"G1_HYOS",-0.004
"S3_GAMM",5.35419535503864,"G1_HYOS",-0.004
"S1_HYOS",48.9444714313702,"G1_BAET",-0.004
"S2_HYOS",13.4983947007385,"G1_BAET",-0.004
"S3_HYOS",0.792127595174704,"G1_BAET",-0.004
"S1_BAET",66.1962327182047,"G1_BAET",-0.004
"S2_BAET",9.10235284703077,"G1_BAET",-0.004
"S3_BAET",2.15579254857283,"G1_BAET",-0.004
"S1_NZMS",18773.7483888969,"G1_BAET",-0.004
"S2_NZMS",7501.72566586716,"G1_BAET",-0.004
"S3_NZMS",4290.22410816542,"G1_BAET",-0.004
"S1_CHIR",51.4859330381705,"G1_BAET",-0.004
"S2_CHIR",9.76408853676275,"G1_BAET",-0.004
"S3_CHIR",4.43102836205519,"G1_BAET",-0.004
"S1_GAMM",36.5502608116834,"G1_BAET",-0.004
"S2_GAMM",18.3097321016465,"G1_BAET",-0.004
"S3_GAMM",5.35775896540526,"G1_BAET",-0.004
"S1_HYOS",51.4982372948592,"G1_NZMS",-0.004
"S2_HYOS",14.7163021820659,"G1_NZMS",-0.004
"S3_HYOS",0.686490450083413,"G1_NZMS",-0.004
"S1_BAET",59.7767642577605,"G1_NZMS",-0.004
"S2_BAET",9.80509926766749,"G1_NZMS",-0.004
"S3_BAET",2.03952095246908,"G1_NZMS",-0.004
"S1_NZMS",20426.3089745242,"G1_NZMS",-0.004
"S2_NZMS",7277.18077467111,"G1_NZMS",-0.004
"S3_NZMS",4167.54587987471,"G1_NZMS",-0.004
"S1_CHIR",51.4577161546239,"G1_NZMS",-0.004
"S2_CHIR",9.80496493837486,"G1_NZMS",-0.004
"S3_CHIR",4.45982024369692,"G1_NZMS",-0.004
"S1_GAMM",35.7140711985927,"G1_NZMS",-0.004
"S2_GAMM",18.5168062924682,"G1_NZMS",-0.004
"S3_GAMM",5.47298924713098,"G1_NZMS",-0.004
"S1_HYOS",49.4804954173992,"G1_GAMM",-0.004
"S2_HYOS",13.7419950206345,"G1_GAMM",-0.004
"S3_HYOS",0.755549191039351,"G1_GAMM",-0.004
"S1_BAET",58.4496058930815,"G1_GAMM",-0.004
"S2_BAET",9.75843114426087,"G1_GAMM",-0.004
"S3_BAET",2.03158539311911,"G1_GAMM",-0.004
"S1_NZMS",18795.8769283361,"G1_GAMM",-0.004
"S2_NZMS",7507.85296723851,"G1_GAMM",-0.004
"S3_NZMS",4293.88445619624,"G1_GAMM",-0.004
"S1_CHIR",50.9353675408717,"G1_GAMM",-0.004
"S2_CHIR",9.77320747356555,"G1_GAMM",-0.004
"S3_CHIR",4.44047912443624,"G1_GAMM",-0.004
"S1_GAMM",35.9517434247367,"G1_GAMM",-0.004
"S2_GAMM",17.7190322431688,"G1_GAMM",-0.004
"S3_GAMM",5.24406279632656,"G1_GAMM",-0.004
"S1_HYOS",49.0360825174416,"G1_CHIR",-0.004
"S2_HYOS",13.513893776824,"G1_CHIR",-0.004
"S3_HYOS",0.792097509199361,"G1_CHIR",-0.004
"S1_BAET",55.0091736949975,"G1_CHIR",-0.004
"S2_BAET",9.45026759126966,"G1_CHIR",-0.004
"S3_BAET",2.27177741610391,"G1_CHIR",-0.004
"S1_NZMS",18772.3302650688,"G1_CHIR",-0.004
"S2_NZMS",7501.16837697964,"G1_CHIR",-0.004
"S3_NZMS",4289.88606535259,"G1_CHIR",-0.004
"S1_CHIR",51.677139131273,"G1_CHIR",-0.004
"S2_CHIR",9.69965302277028,"G1_CHIR",-0.004
"S3_CHIR",4.4722649727644,"G1_CHIR",-0.004
"S1_GAMM",36.5592061704305,"G1_CHIR",-0.004
"S2_GAMM",18.3112287755183,"G1_CHIR",-0.004
"S3_GAMM",5.35775047933071,"G1_CHIR",-0.004
"S1_HYOS",52.2557157436193,"G2_HYOS",-0.004
"S2_HYOS",14.8993804476735,"G2_HYOS",-0.004
"S3_HYOS",0.578430474604496,"G2_HYOS",-0.004
"S1_BAET",57.4903905478292,"G2_HYOS",-0.004
"S2_BAET",9.53763971604108,"G2_HYOS",-0.004
"S3_BAET",1.82715754927076,"G2_HYOS",-0.004
"S1_NZMS",18630.8196561752,"G2_HYOS",-0.004
"S2_NZMS",7463.3391684486,"G2_HYOS",-0.004
"S3_NZMS",4259.98538425748,"G2_HYOS",-0.004
"S1_CHIR",50.7629656527942,"G2_HYOS",-0.004
"S2_CHIR",9.78950228798164,"G2_HYOS",-0.004
"S3_CHIR",4.53155670811186,"G2_HYOS",-0.004
"S1_GAMM",36.3906095909098,"G2_HYOS",-0.004
"S2_GAMM",17.7954543306862,"G2_HYOS",-0.004
"S3_GAMM",5.2365324150829,"G2_HYOS",-0.004
"S1_HYOS",49.0276846289214,"G2_BAET",-0.004
"S2_HYOS",13.513356401645,"G2_BAET",-0.004
"S3_HYOS",0.792063591078264,"G2_BAET",-0.004
"S1_BAET",54.1697109529214,"G2_BAET",-0.004
"S2_BAET",9.42178489971464,"G2_BAET",-0.004
"S3_BAET",2.18512855158561,"G2_BAET",-0.004
"S1_NZMS",18772.490251953,"G2_BAET",-0.004
"S2_NZMS",7501.18727170205,"G2_BAET",-0.004
"S3_NZMS",4289.82164973485,"G2_BAET",-0.004
"S1_CHIR",51.494752039841,"G2_BAET",-0.004
"S2_CHIR",9.7642803743659,"G2_BAET",-0.004
"S3_CHIR",4.43083431058955,"G2_BAET",-0.004
"S1_GAMM",36.5593895699432,"G2_BAET",-0.004
"S2_GAMM",18.3111608519281,"G2_BAET",-0.004
"S3_GAMM",5.35772348548288,"G2_BAET",-0.004
"S1_HYOS",48.7407043154229,"G2_NZMS",-0.004
"S2_HYOS",13.3361687914385,"G2_NZMS",-0.004
"S3_HYOS",0.821186760117202,"G2_NZMS",-0.004
"S1_BAET",57.0778730901856,"G2_NZMS",-0.004
"S2_BAET",9.63567654616096,"G2_NZMS",-0.004
"S3_BAET",2.13573820681268,"G2_NZMS",-0.004
"S1_NZMS",19193.5446726902,"G2_NZMS",-0.004
"S2_NZMS",7667.51563747525,"G2_NZMS",-0.004
"S3_NZMS",4173.52871525132,"G2_NZMS",-0.004
"S1_CHIR",51.3750635484149,"G2_NZMS",-0.004
"S2_CHIR",9.77892155284382,"G2_NZMS",-0.004
"S3_CHIR",4.4826789348358,"G2_NZMS",-0.004
"S1_GAMM",36.2879477356828,"G2_NZMS",-0.004
"S2_GAMM",18.3518270671124,"G2_NZMS",-0.004
"S3_GAMM",5.38706556219748,"G2_NZMS",-0.004
"S1_HYOS",50.2071879771899,"G2_GAMM",-0.004
"S2_HYOS",14.0567221531796,"G2_GAMM",-0.004
"S3_HYOS",0.724575656636753,"G2_GAMM",-0.004
"S1_BAET",58.0741250167658,"G2_GAMM",-0.004
"S2_BAET",9.70338418621472,"G2_GAMM",-0.004
"S3_BAET",1.99534391255201,"G2_GAMM",-0.004
"S1_NZMS",18746.6729378843,"G2_GAMM",-0.004
"S2_NZMS",7494.62071708902,"G2_GAMM",-0.004
"S3_NZMS",4284.56704833432,"G2_GAMM",-0.004
"S1_CHIR",50.8364633333119,"G2_GAMM",-0.004
"S2_CHIR",9.79220284711077,"G2_GAMM",-0.004
"S3_CHIR",4.47514816304847,"G2_GAMM",-0.004
"S1_GAMM",36.0829208847298,"G2_GAMM",-0.004
"S2_GAMM",17.9177509448876,"G2_GAMM",-0.004
"S3_GAMM",5.21249455430148,"G2_GAMM",-0.004
"S1_HYOS",49.0344257661737,"G2_CHIR",-0.004
"S2_HYOS",13.5131969049762,"G2_CHIR",-0.004
"S3_HYOS",0.792210183114261,"G2_CHIR",-0.004
"S1_BAET",55.0005383741623,"G2_CHIR",-0.004
"S2_BAET",9.44946553426819,"G2_CHIR",-0.004
"S3_BAET",2.2719905283218,"G2_CHIR",-0.004
"S1_NZMS",18772.5245621494,"G2_CHIR",-0.004
"S2_NZMS",7501.21085424598,"G2_CHIR",-0.004
"S3_NZMS",4289.89299503131,"G2_CHIR",-0.004
"S1_CHIR",51.6779136294949,"G2_CHIR",-0.004
"S2_CHIR",9.72517864067576,"G2_CHIR",-0.004
"S3_CHIR",4.46714476133465,"G2_CHIR",-0.004
"S1_GAMM",36.5581069056045,"G2_CHIR",-0.004
"S2_GAMM",18.310970966826,"G2_CHIR",-0.004
"S3_GAMM",5.35767878862498,"G2_CHIR",-0.004
"S1_HYOS",57.1991464434549,"G1_HYOS",-0.003
"S2_HYOS",8.47240618640759,"G1_HYOS",-0.003
"S3_HYOS",0.980871550878225,"G1_HYOS",-0.003
"S1_BAET",62.2064667201145,"G1_HYOS",-0.003
"S2_BAET",9.98063765129314,"G1_HYOS",-0.003
"S3_BAET",1.93849597868984,"G1_HYOS",-0.003
"S1_NZMS",18770.776112089,"G1_HYOS",-0.003
"S2_NZMS",7512.42092359842,"G1_HYOS",-0.003
"S3_NZMS",4305.86695434917,"G1_HYOS",-0.003
"S1_CHIR",49.4783379236313,"G1_HYOS",-0.003
"S2_CHIR",9.87679740203475,"G1_HYOS",-0.003
"S3_CHIR",4.2526092541161,"G1_HYOS",-0.003
"S1_GAMM",34.9522248421929,"G1_HYOS",-0.003
"S2_GAMM",18.026863410263,"G1_HYOS",-0.003
"S3_GAMM",5.35419771399026,"G1_HYOS",-0.003
"S1_HYOS",48.944912242924,"G1_BAET",-0.003
"S2_HYOS",13.4991316566347,"G1_BAET",-0.003
"S3_HYOS",0.791944547548743,"G1_BAET",-0.003
"S1_BAET",66.2965057437784,"G1_BAET",-0.003
"S2_BAET",9.28184073740399,"G1_BAET",-0.003
"S3_BAET",2.15953144480561,"G1_BAET",-0.003
"S1_NZMS",18773.6403833792,"G1_BAET",-0.003
"S2_NZMS",7501.70576346729,"G1_BAET",-0.003
"S3_NZMS",4290.20952260641,"G1_BAET",-0.003
"S1_CHIR",51.4853748242888,"G1_BAET",-0.003
"S2_CHIR",9.76403192521239,"G1_BAET",-0.003
"S3_CHIR",4.43107722051362,"G1_BAET",-0.003
"S1_GAMM",36.5496681261499,"G1_BAET",-0.003
"S2_GAMM",18.3093096274193,"G1_BAET",-0.003
"S3_GAMM",5.35769321074817,"G1_BAET",-0.003
"S1_HYOS",52.1693223837126,"G1_NZMS",-0.003
"S2_HYOS",15.0531851724594,"G1_NZMS",-0.003
"S3_HYOS",0.616771205104433,"G1_NZMS",-0.003
"S1_BAET",59.2721319016026,"G1_NZMS",-0.003
"S2_BAET",9.68481163133067,"G1_NZMS",-0.003
"S3_BAET",1.76727376449848,"G1_NZMS",-0.003
"S1_NZMS",19912.9583804465,"G1_NZMS",-0.003
"S2_NZMS",7318.45449626896,"G1_NZMS",-0.003
"S3_NZMS",4187.3221330686,"G1_NZMS",-0.003
"S1_CHIR",51.4937066986327,"G1_NZMS",-0.003
"S2_CHIR",9.80480552215828,"G1_NZMS",-0.003
"S3_CHIR",4.39034132771981,"G1_NZMS",-0.003
"S1_GAMM",35.9286449056532,"G1_NZMS",-0.003
"S2_GAMM",18.4093590191037,"G1_NZMS",-0.003
"S3_GAMM",5.41788297100005,"G1_NZMS",-0.003
"S1_HYOS",49.4349225450053,"G1_GAMM",-0.003
"S2_HYOS",13.7376292965869,"G1_GAMM",-0.003
"S3_HYOS",0.755059089043007,"G1_GAMM",-0.003
"S1_BAET",58.4595836562041,"G1_GAMM",-0.003
"S2_BAET",9.75852923604483,"G1_GAMM",-0.003
"S3_BAET",2.0308341466237,"G1_GAMM",-0.003
"S1_NZMS",18794.9558751879,"G1_GAMM",-0.003
"S2_NZMS",7507.34928673662,"G1_GAMM",-0.003
"S3_NZMS",4293.51105385173,"G1_GAMM",-0.003
"S1_CHIR",50.8195022638323,"G1_GAMM",-0.003
"S2_CHIR",9.79748000058944,"G1_GAMM",-0.003
"S3_CHIR",4.41504386592927,"G1_GAMM",-0.003
"S1_GAMM",35.9691047425137,"G1_GAMM",-0.003
"S2_GAMM",17.7810341913958,"G1_GAMM",-0.003
"S3_GAMM",5.25465733966398,"G1_GAMM",-0.003
"S1_HYOS",49.0336588808261,"G1_CHIR",-0.003
"S2_HYOS",13.5132619056268,"G1_CHIR",-0.003
"S3_HYOS",0.792158511606373,"G1_CHIR",-0.003
"S1_BAET",54.9948713439858,"G1_CHIR",-0.003
"S2_BAET",9.44879355207115,"G1_CHIR",-0.003
"S3_BAET",2.27208680803677,"G1_CHIR",-0.003
"S1_NZMS",18772.5197556564,"G1_CHIR",-0.003
"S2_NZMS",7501.20449475128,"G1_CHIR",-0.003
"S3_NZMS",4289.89229041393,"G1_CHIR",-0.003
"S1_CHIR",51.6784902156709,"G1_CHIR",-0.003
"S2_CHIR",9.70592320114992,"G1_CHIR",-0.003
"S3_CHIR",4.47227167086471,"G1_CHIR",-0.003
"S1_GAMM",36.5594324700112,"G1_CHIR",-0.003
"S2_GAMM",18.3114456676203,"G1_CHIR",-0.003
"S3_GAMM",5.35777489065517,"G1_CHIR",-0.003
"S1_HYOS",52.2533516767966,"G2_HYOS",-0.003
"S2_HYOS",14.8992906583116,"G2_HYOS",-0.003
"S3_HYOS",0.578490840965862,"G2_HYOS",-0.003
"S1_BAET",57.4903040680443,"G2_HYOS",-0.003
"S2_BAET",9.5377415444818,"G2_HYOS",-0.003
"S3_BAET",1.8272350882983,"G2_HYOS",-0.003
"S1_NZMS",18631.0009009606,"G2_HYOS",-0.003
"S2_NZMS",7463.35996474916,"G2_HYOS",-0.003
"S3_NZMS",4259.9839362176,"G2_HYOS",-0.003
"S1_CHIR",50.7630713397064,"G2_HYOS",-0.003
"S2_CHIR",9.78950866473881,"G2_HYOS",-0.003
"S3_CHIR",4.53154468199578,"G2_HYOS",-0.003
"S1_GAMM",36.3909157944828,"G2_HYOS",-0.003
"S2_GAMM",17.7954287314578,"G2_HYOS",-0.003
"S3_GAMM",5.23655180963717,"G2_HYOS",-0.003
"S1_HYOS",49.0269491450646,"G2_BAET",-0.003
"S2_HYOS",13.5127078583089,"G2_BAET",-0.003
"S3_HYOS",0.792151442695495,"G2_BAET",-0.003
"S1_BAET",54.3550449834599,"G2_BAET",-0.003
"S2_BAET",9.42787710706314,"G2_BAET",-0.003
"S3_BAET",2.19188161909182,"G2_BAET",-0.003
"S1_NZMS",18772.4084843757,"G2_BAET",-0.003
"S2_NZMS",7501.17872479346,"G2_BAET",-0.003
"S3_NZMS",4289.83692926723,"G2_BAET",-0.003
"S1_CHIR",51.4952901700205,"G2_BAET",-0.003
"S2_CHIR",9.76423864935832,"G2_BAET",-0.003
"S3_CHIR",4.43078424935311,"G2_BAET",-0.003
"S1_GAMM",36.5596744400668,"G2_BAET",-0.003
"S2_GAMM",18.3114244886429,"G2_BAET",-0.003
"S3_GAMM",5.35775655795103,"G2_BAET",-0.003
"S1_HYOS",45.1910519459403,"G2_NZMS",-0.003
"S2_HYOS",11.6835471158411,"G2_NZMS",-0.003
"S3_HYOS",0.977683986569859,"G2_NZMS",-0.003
"S1_BAET",51.5556618078103,"G2_NZMS",-0.003
"S2_BAET",9.26462589635183,"G2_NZMS",-0.003
"S3_BAET",2.27422888618102,"G2_NZMS",-0.003
"S1_NZMS",19269.2261614898,"G2_NZMS",-0.003
"S2_NZMS",7674.02983366753,"G2_NZMS",-0.003
"S3_NZMS",4237.1149513613,"G2_NZMS",-0.003
"S1_CHIR",51.5494377048864,"G2_NZMS",-0.003
"S2_CHIR",9.737636519112,"G2_NZMS",-0.003
"S3_CHIR",4.37638931416699,"G2_NZMS",-0.003
"S1_GAMM",36.1824594490399,"G2_NZMS",-0.003
"S2_GAMM",18.6448936759883,"G2_NZMS",-0.003
"S3_GAMM",5.47168557109654,"G2_NZMS",-0.003
"S1_HYOS",49.098464002867,"G2_GAMM",-0.003
"S2_HYOS",13.5316366624968,"G2_GAMM",-0.003
"S3_HYOS",0.791173612267961,"G2_GAMM",-0.003
"S1_BAET",54.9447257759109,"G2_GAMM",-0.003
"S2_BAET",9.46658988732989,"G2_GAMM",-0.003
"S3_BAET",2.26790274403519,"G2_GAMM",-0.003
"S1_NZMS",18774.6605099994,"G2_GAMM",-0.003
"S2_NZMS",7501.77895295423,"G2_GAMM",-0.003
"S3_NZMS",4290.16942720969,"G2_GAMM",-0.003
"S1_CHIR",51.5381474907933,"G2_GAMM",-0.003
"S2_CHIR",9.72514169044956,"G2_GAMM",-0.003
"S3_CHIR",4.42434707018453,"G2_GAMM",-0.003
"S1_GAMM",36.5215073672014,"G2_GAMM",-0.003
"S2_GAMM",18.2950192844178,"G2_GAMM",-0.003
"S3_GAMM",5.30518263737907,"G2_GAMM",-0.003
"S1_HYOS",49.0339692151468,"G2_CHIR",-0.003
"S2_HYOS",13.5123009181036,"G2_CHIR",-0.003
"S3_HYOS",0.792326534340218,"G2_CHIR",-0.003
"S1_BAET",54.994197549835,"G2_CHIR",-0.003
"S2_BAET",9.44890264486933,"G2_CHIR",-0.003
"S3_BAET",2.27230202843455,"G2_CHIR",-0.003
"S1_NZMS",18772.4564853342,"G2_CHIR",-0.003
"S2_NZMS",7501.21317860945,"G2_CHIR",-0.003
"S3_NZMS",4289.90807834875,"G2_CHIR",-0.003
"S1_CHIR",51.6789961517127,"G2_CHIR",-0.003
"S2_CHIR",9.72509570714803,"G2_CHIR",-0.003
"S3_CHIR",4.46839770429513,"G2_CHIR",-0.003
"S1_GAMM",36.5586579584805,"G2_CHIR",-0.003
"S2_GAMM",18.3113859168961,"G2_CHIR",-0.003
"S3_GAMM",5.35775075916028,"G2_CHIR",-0.003
"S1_HYOS",57.1946358668356,"G1_HYOS",-0.002
"S2_HYOS",8.47276623308467,"G1_HYOS",-0.002
"S3_HYOS",0.980944857792559,"G1_HYOS",-0.002
"S1_BAET",62.2019485012336,"G1_HYOS",-0.002
"S2_BAET",9.98056762770788,"G1_HYOS",-0.002
"S3_BAET",1.93898163378494,"G1_HYOS",-0.002
"S1_NZMS",18770.9112322034,"G1_HYOS",-0.002
"S2_NZMS",7512.45056294682,"G1_HYOS",-0.002
"S3_NZMS",4305.88447117981,"G1_HYOS",-0.002
"S1_CHIR",49.4797744936334,"G1_HYOS",-0.002
"S2_CHIR",9.87672803552375,"G1_HYOS",-0.002
"S3_CHIR",4.25275328167483,"G1_HYOS",-0.002
"S1_GAMM",34.9524073079273,"G1_HYOS",-0.002
"S2_GAMM",18.0268240705749,"G1_HYOS",-0.002
"S3_GAMM",5.35417017013102,"G1_HYOS",-0.002
"S1_HYOS",48.9399879832143,"G1_BAET",-0.002
"S2_HYOS",13.4976928047189,"G1_BAET",-0.002
"S3_HYOS",0.792091085687122,"G1_BAET",-0.002
"S1_BAET",66.3373313863083,"G1_BAET",-0.002
"S2_BAET",9.42824731208755,"G1_BAET",-0.002
"S3_BAET",2.10269058146672,"G1_BAET",-0.002
"S1_NZMS",18773.7563414103,"G1_BAET",-0.002
"S2_NZMS",7501.73626651992,"G1_BAET",-0.002
"S3_NZMS",4290.22479856187,"G1_BAET",-0.002
"S1_CHIR",51.4862109190335,"G1_BAET",-0.002
"S2_CHIR",9.76396894832549,"G1_BAET",-0.002
"S3_CHIR",4.43103109209361,"G1_BAET",-0.002
"S1_GAMM",36.5501125293558,"G1_BAET",-0.002
"S2_GAMM",18.3097525999161,"G1_BAET",-0.002
"S3_GAMM",5.35774693294137,"G1_BAET",-0.002
"S1_HYOS",51.8788258443718,"G1_NZMS",-0.002
"S2_HYOS",15.1339051608626,"G1_NZMS",-0.002
"S3_HYOS",0.606109268818887,"G1_NZMS",-0.002
"S1_BAET",59.0861830527164,"G1_NZMS",-0.002
"S2_BAET",9.67385515289623,"G1_NZMS",-0.002
"S3_BAET",1.83157789877095,"G1_NZMS",-0.002
"S1_NZMS",19471.6042297934,"G1_NZMS",-0.002
"S2_NZMS",7371.33133220505,"G1_NZMS",-0.002
"S3_NZMS",4215.50309068457,"G1_NZMS",-0.002
"S1_CHIR",51.349055854515,"G1_NZMS",-0.002
"S2_CHIR",9.80876100812894,"G1_NZMS",-0.002
"S3_CHIR",4.38819809948358,"G1_NZMS",-0.002
"S1_GAMM",35.6653740061733,"G1_NZMS",-0.002
"S2_GAMM",18.2983831627385,"G1_NZMS",-0.002
"S3_GAMM",5.39465215286153,"G1_NZMS",-0.002
"S1_HYOS",49.3883163537404,"G1_GAMM",-0.002
"S2_HYOS",13.7276926351753,"G1_GAMM",-0.002
"S3_HYOS",0.755322596328668,"G1_GAMM",-0.002
"S1_BAET",57.9621722234934,"G1_GAMM",-0.002
"S2_BAET",9.73434568709011,"G1_GAMM",-0.002
"S3_BAET",2.0675623479797,"G1_GAMM",-0.002
"S1_NZMS",18793.5454316631,"G1_GAMM",-0.002
"S2_NZMS",7506.91316624946,"G1_GAMM",-0.002
"S3_NZMS",4293.21538955482,"G1_GAMM",-0.002
"S1_CHIR",50.819502889353,"G1_GAMM",-0.002
"S2_CHIR",9.79741608374559,"G1_GAMM",-0.002
"S3_CHIR",4.41487536245418,"G1_GAMM",-0.002
"S1_GAMM",35.9887097427053,"G1_GAMM",-0.002
"S2_GAMM",17.8443608877774,"G1_GAMM",-0.002
"S3_GAMM",5.26548336296064,"G1_GAMM",-0.002
"S1_HYOS",49.0309368751585,"G1_CHIR",-0.002
"S2_HYOS",13.5128401244981,"G1_CHIR",-0.002
"S3_HYOS",0.792255227632359,"G1_CHIR",-0.002
"S1_BAET",54.9901194687439,"G1_CHIR",-0.002
"S2_BAET",9.44835134819278,"G1_CHIR",-0.002
"S3_BAET",2.27244235782968,"G1_CHIR",-0.002
"S1_NZMS",18772.730566853,"G1_CHIR",-0.002
"S2_NZMS",7501.24001125858,"G1_CHIR",-0.002
"S3_NZMS",4289.8953412744,"G1_CHIR",-0.002
"S1_CHIR",51.6792870667114,"G1_CHIR",-0.002
"S2_CHIR",9.71226345775972,"G1_CHIR",-0.002
"S3_CHIR",4.47231866869371,"G1_CHIR",-0.002
"S1_GAMM",36.5597746723046,"G1_CHIR",-0.002
"S2_GAMM",18.3116174288597,"G1_CHIR",-0.002
"S3_GAMM",5.3577864303398,"G1_CHIR",-0.002
"S1_HYOS",52.2538629489769,"G2_HYOS",-0.002
"S2_HYOS",14.8993581113854,"G2_HYOS",-0.002
"S3_HYOS",0.578451290591174,"G2_HYOS",-0.002
"S1_BAET",57.4908806395945,"G2_HYOS",-0.002
"S2_BAET",9.53776745415322,"G2_HYOS",-0.002
"S3_BAET",1.8271925655105,"G2_HYOS",-0.002
"S1_NZMS",18630.9725812164,"G2_HYOS",-0.002
"S2_NZMS",7463.35549976089,"G2_HYOS",-0.002
"S3_NZMS",4259.98106452381,"G2_HYOS",-0.002
"S1_CHIR",50.7630396058753,"G2_HYOS",-0.002
"S2_CHIR",9.78949259490542,"G2_HYOS",-0.002
"S3_CHIR",4.53155973113622,"G2_HYOS",-0.002
"S1_GAMM",36.3908823723482,"G2_HYOS",-0.002
"S2_GAMM",17.7953413147509,"G2_HYOS",-0.002
"S3_GAMM",5.23653203980923,"G2_HYOS",-0.002
"S1_HYOS",49.0248263235228,"G2_BAET",-0.002
"S2_HYOS",13.5117415414935,"G2_BAET",-0.002
"S3_HYOS",0.792269802212664,"G2_BAET",-0.002
"S1_BAET",54.5891406165774,"G2_BAET",-0.002
"S2_BAET",9.4383614040195,"G2_BAET",-0.002
"S3_BAET",2.20166328366999,"G2_BAET",-0.002
"S1_NZMS",18772.5083801041,"G2_BAET",-0.002
"S2_NZMS",7501.21384586597,"G2_BAET",-0.002
"S3_NZMS",4289.85638707825,"G2_BAET",-0.002
"S1_CHIR",51.4953824654867,"G2_BAET",-0.002
"S2_CHIR",9.76416380862194,"G2_BAET",-0.002
"S3_CHIR",4.43090103824217,"G2_BAET",-0.002
"S1_GAMM",36.5589270152113,"G2_BAET",-0.002
"S2_GAMM",18.3113723170575,"G2_BAET",-0.002
"S3_GAMM",5.35775871972301,"G2_BAET",-0.002
"S1_HYOS",45.2684836724567,"G2_NZMS",-0.002
"S2_HYOS",11.6864872742436,"G2_NZMS",-0.002
"S3_HYOS",0.977435944607434,"G2_NZMS",-0.002
"S1_BAET",51.6329591284197,"G2_NZMS",-0.002
"S2_BAET",9.27013395785438,"G2_NZMS",-0.002
"S3_BAET",2.27153626460098,"G2_NZMS",-0.002
"S1_NZMS",19172.0466643131,"G2_NZMS",-0.002
"S2_NZMS",7633.75789915971,"G2_NZMS",-0.002
"S3_NZMS",4268.15497155001,"G2_NZMS",-0.002
"S1_CHIR",51.4956750580965,"G2_NZMS",-0.002
"S2_CHIR",9.73780145937724,"G2_NZMS",-0.002
"S3_CHIR",4.37656961615432,"G2_NZMS",-0.002
"S1_GAMM",36.1077144267968,"G2_NZMS",-0.002
"S2_GAMM",18.6153101913205,"G2_NZMS",-0.002
"S3_GAMM",5.46580151387736,"G2_NZMS",-0.002
"S1_HYOS",49.0696620576756,"G2_GAMM",-0.002
"S2_HYOS",13.5200515749113,"G2_GAMM",-0.002
"S3_HYOS",0.791951184275606,"G2_GAMM",-0.002
"S1_BAET",54.917491259654,"G2_GAMM",-0.002
"S2_BAET",9.46494457014017,"G2_GAMM",-0.002
"S3_BAET",2.27083541816888,"G2_GAMM",-0.002
"S1_NZMS",18774.3036994251,"G2_GAMM",-0.002
"S2_NZMS",7501.69731024019,"G2_GAMM",-0.002
"S3_NZMS",4290.19643491185,"G2_GAMM",-0.002
"S1_CHIR",51.6775864393494,"G2_GAMM",-0.002
"S2_CHIR",9.72545496009081,"G2_GAMM",-0.002
"S3_CHIR",4.47214716317236,"G2_GAMM",-0.002
"S1_GAMM",36.5318637401925,"G2_GAMM",-0.002
"S2_GAMM",18.3013637476032,"G2_GAMM",-0.002
"S3_GAMM",5.32308234890216,"G2_GAMM",-0.002
"S1_HYOS",49.0295842852742,"G2_CHIR",-0.002
"S2_HYOS",13.5120285667965,"G2_CHIR",-0.002
"S3_HYOS",0.79230958276663,"G2_CHIR",-0.002
"S1_BAET",54.9909895097127,"G2_CHIR",-0.002
"S2_BAET",9.44853252703532,"G2_CHIR",-0.002
"S3_BAET",2.27246737865673,"G2_CHIR",-0.002
"S1_NZMS",18772.5738305258,"G2_CHIR",-0.002
"S2_NZMS",7501.23904744689,"G2_CHIR",-0.002
"S3_NZMS",4289.92286360363,"G2_CHIR",-0.002
"S1_CHIR",51.5870317597429,"G2_CHIR",-0.002
"S2_CHIR",9.74474989941335,"G2_CHIR",-0.002
"S3_CHIR",4.44863558965727,"G2_CHIR",-0.002
"S1_GAMM",36.5591452188877,"G2_CHIR",-0.002
"S2_GAMM",18.3117282646718,"G2_CHIR",-0.002
"S3_GAMM",5.35782475096644,"G2_CHIR",-0.002
"S1_HYOS",57.1897804404991,"G1_HYOS",-0.000999999999999999
"S2_HYOS",8.47316779292671,"G1_HYOS",-0.000999999999999999
"S3_HYOS",0.9810617815655,"G1_HYOS",-0.000999999999999999
"S1_BAET",62.1971241904035,"G1_HYOS",-0.000999999999999999
"S2_BAET",9.98040130079317,"G1_HYOS",-0.000999999999999999
"S3_BAET",1.93946017890671,"G1_HYOS",-0.000999999999999999
"S1_NZMS",18771.0291297363,"G1_HYOS",-0.000999999999999999
"S2_NZMS",7512.48468001155,"G1_HYOS",-0.000999999999999999
"S3_NZMS",4305.90728895595,"G1_HYOS",-0.000999999999999999
"S1_CHIR",49.48096576174,"G1_HYOS",-0.000999999999999999
"S2_CHIR",9.8766966708192,"G1_HYOS",-0.000999999999999999
"S3_CHIR",4.25281597507754,"G1_HYOS",-0.000999999999999999
"S1_GAMM",34.9526880071367,"G1_HYOS",-0.000999999999999999
"S2_GAMM",18.0268911486503,"G1_HYOS",-0.000999999999999999
