Mark R. Vinson. 2000. Long-term dynamics of an invertebrate assemblage downstream from  		
a large dam. Ecological Applications VOL: pp-pp.		
Water temperature for a sited located 26 km downstream from Flaming Gorge Dam		

Date	Time	Temperature C
02/19/1994	02:44:10	2.54
02/19/1994	15:56:10	3.00
02/19/1994	23:08:10	2.54
02/19/1994	08:44:10	2.23
02/19/1994	00:20:10	2.23
02/19/1994	17:08:10	3.17
02/19/1994	20:44:10	2.86
02/19/1994	11:08:10	2.54
02/19/1994	03:56:10	2.69
02/19/1994	05:08:10	2.54
02/19/1994	06:20:10	2.54
02/19/1994	01:32:10	2.37
02/19/1994	13:32:10	2.69
02/19/1994	14:44:10	2.86
02/19/1994	21:56:10	2.86
02/19/1994	07:32:10	2.37
02/19/1994	09:56:10	2.37
02/19/1994	12:20:10	2.54
02/19/1994	18:20:10	3.17
02/19/1994	19:32:10	3.00
02/20/1994	23:08:10	3.00
02/20/1994	07:32:10	1.59
02/20/1994	09:56:10	1.73
02/20/1994	18:20:10	2.69
02/20/1994	11:08:10	2.23
02/20/1994	02:44:10	2.23
02/20/1994	19:32:10	2.69
02/20/1994	14:44:10	2.69
02/20/1994	03:56:10	2.23
02/20/1994	15:56:10	2.69
02/20/1994	06:20:10	1.73
02/20/1994	17:08:10	2.86
02/20/1994	12:20:10	2.37
02/20/1994	20:44:10	2.86
02/20/1994	21:56:10	3.00
02/20/1994	08:44:10	1.42
02/20/1994	13:32:10	2.54
02/20/1994	00:20:10	2.37
02/20/1994	05:08:10	2.06
02/20/1994	01:32:10	2.37
02/21/1994	13:32:10	2.69
02/21/1994	23:08:10	2.54
02/21/1994	21:56:10	2.86
02/21/1994	11:08:10	2.23
02/21/1994	00:20:10	2.86
02/21/1994	12:20:10	2.69
02/21/1994	03:56:10	2.54
02/21/1994	01:32:10	2.69
02/21/1994	06:20:10	2.06
02/21/1994	14:44:10	3.00
02/21/1994	08:44:10	1.73
02/21/1994	02:44:10	2.54
02/21/1994	05:08:10	2.37
02/21/1994	07:32:10	1.73
02/21/1994	09:56:10	2.06
02/21/1994	15:56:10	3.32
02/21/1994	17:08:10	3.32
02/21/1994	18:20:10	3.17
02/21/1994	19:32:10	3.00
02/21/1994	20:44:10	2.86
02/22/1994	21:56:10	2.69
02/22/1994	17:08:10	3.17
02/22/1994	01:32:10	2.37
02/22/1994	11:08:10	1.90
02/22/1994	12:20:10	2.37
02/22/1994	05:08:10	2.06
02/22/1994	13:32:10	2.69
02/22/1994	07:32:10	1.42
02/22/1994	14:44:10	2.86
02/22/1994	09:56:10	1.59
02/22/1994	15:56:10	3.00
02/22/1994	02:44:10	2.23
02/22/1994	23:08:10	2.37
02/22/1994	03:56:10	2.23
02/22/1994	06:20:10	1.73
02/22/1994	08:44:10	1.27
02/22/1994	00:20:10	2.54
02/22/1994	18:20:10	3.17
02/22/1994	19:32:10	3.00
02/22/1994	20:44:10	2.86
02/23/1994	01:32:10	2.06
02/23/1994	23:08:10	2.86
02/23/1994	21:56:10	3.17
02/23/1994	17:08:10	3.48
02/23/1994	12:20:10	2.37
02/23/1994	11:08:10	2.06
02/23/1994	13:32:10	2.69
02/23/1994	05:08:10	1.90
02/23/1994	14:44:10	3.17
02/23/1994	07:32:10	1.59
02/23/1994	15:56:10	3.48
02/23/1994	00:20:10	2.23
02/23/1994	03:56:10	2.06
02/23/1994	06:20:10	1.73
02/23/1994	08:44:10	1.59
02/23/1994	09:56:10	1.73
02/23/1994	02:44:10	2.06
02/23/1994	18:20:10	3.32
02/23/1994	19:32:10	3.32
02/23/1994	20:44:10	3.32
02/24/1994	23:08:10	3.48
02/24/1994	08:44:10	2.06
02/24/1994	13:32:10	2.86
02/24/1994	09:56:10	2.37
02/24/1994	18:20:10	3.32
02/24/1994	01:32:10	2.54
02/24/1994	02:44:10	2.54
02/24/1994	12:20:10	2.86
02/24/1994	05:08:10	2.23
02/24/1994	14:44:10	2.86
02/24/1994	07:32:10	1.90
02/24/1994	19:32:10	3.32
02/24/1994	20:44:10	3.48
02/24/1994	21:56:10	3.64
02/24/1994	11:08:10	2.69
02/24/1994	15:56:10	3.00
02/24/1994	17:08:10	3.17
02/24/1994	00:20:10	2.54
02/24/1994	03:56:10	2.37
02/24/1994	06:20:10	2.06
02/25/1994	09:56:10	3.17
02/25/1994	21:56:10	4.13
02/25/1994	11:08:10	3.32
02/25/1994	12:20:10	3.64
02/25/1994	01:32:10	3.00
02/25/1994	00:20:10	3.17
02/25/1994	03:56:10	2.86
02/25/1994	14:44:10	4.59
02/25/1994	06:20:10	2.69
02/25/1994	15:56:10	4.91
02/25/1994	08:44:10	2.69
02/25/1994	17:08:10	4.91
02/25/1994	13:32:10	4.13
02/25/1994	05:08:10	2.69
02/25/1994	07:32:10	2.54
02/25/1994	02:44:10	2.86
02/25/1994	18:20:10	4.74
02/25/1994	19:32:10	4.43
02/25/1994	20:44:10	4.43
02/25/1994	23:08:10	3.64
02/26/1994	09:56:10	2.86
02/26/1994	12:20:10	3.64
02/26/1994	14:44:10	4.28
02/26/1994	23:08:10	3.81
02/26/1994	18:20:10	4.43
02/26/1994	11:08:10	3.32
02/26/1994	19:32:10	4.28
02/26/1994	01:32:10	2.86
02/26/1994	20:44:10	4.28
02/26/1994	13:32:10	3.95
02/26/1994	21:56:10	4.13
02/26/1994	00:20:10	3.17
02/26/1994	03:56:10	2.69
02/26/1994	06:20:10	2.54
02/26/1994	08:44:10	2.54
02/26/1994	15:56:10	4.43
02/26/1994	17:08:10	4.43
02/26/1994	02:44:10	2.86
02/26/1994	05:08:10	2.69
02/26/1994	07:32:10	2.37
02/27/1994	03:56:10	3.00
02/27/1994	09:56:10	3.00
02/27/1994	12:20:10	3.32
02/27/1994	11:08:10	3.17
02/27/1994	01:32:10	3.17
02/27/1994	00:20:10	3.32
02/27/1994	21:56:10	3.64
02/27/1994	13:32:10	3.64
02/27/1994	06:20:10	2.86
02/27/1994	14:44:10	3.95
02/27/1994	08:44:10	2.86
02/27/1994	02:44:10	3.00
02/27/1994	05:08:10	2.86
02/27/1994	07:32:10	2.86
02/27/1994	23:08:10	3.32
02/27/1994	15:56:10	4.28
02/27/1994	17:08:10	4.28
02/27/1994	18:20:10	4.13
02/27/1994	19:32:10	3.95
02/27/1994	20:44:10	3.81
02/28/1994	08:44:10	2.86
02/28/1994	21:56:10	3.64
02/28/1994	17:08:10	4.59
02/28/1994	11:08:10	3.64
02/28/1994	00:20:10	3.17
02/28/1994	05:08:10	2.86
02/28/1994	13:32:10	4.13
02/28/1994	07:32:10	2.69
02/28/1994	14:44:10	4.43
02/28/1994	09:56:10	3.17
02/28/1994	15:56:10	4.59
02/28/1994	02:44:10	2.86
02/28/1994	12:20:10	3.64
02/28/1994	03:56:10	2.86
02/28/1994	06:20:10	2.86
02/28/1994	01:32:10	3.00
02/28/1994	18:20:10	4.43
02/28/1994	19:32:10	4.13
02/28/1994	20:44:10	3.95
02/28/1994	23:08:10	3.17
03/01/1994	02:44:10	2.69
03/01/1994	23:08:10	3.81
03/01/1994	21:56:10	4.13
03/01/1994	09:56:10	3.00
03/01/1994	01:32:10	2.69
03/01/1994	18:20:10	4.43
03/01/1994	13:32:10	3.95
03/01/1994	12:20:10	3.81
03/01/1994	05:08:10	2.54
03/01/1994	06:20:10	2.54
03/01/1994	07:32:10	2.37
03/01/1994	00:20:10	2.86
03/01/1994	14:44:10	4.13
03/01/1994	15:56:10	4.59
03/01/1994	17:08:10	4.59
03/01/1994	08:44:10	2.54
03/01/1994	11:08:10	3.48
03/01/1994	03:56:10	2.69
03/01/1994	19:32:10	4.28
03/01/1994	20:44:10	4.28
03/02/1994	08:44:10	2.37
03/02/1994	21:56:10	4.43
03/02/1994	00:20:10	3.32
03/02/1994	17:08:10	5.22
03/02/1994	01:32:10	3.00
03/02/1994	11:08:10	3.48
03/02/1994	13:32:10	4.59
03/02/1994	05:08:10	2.54
03/02/1994	14:44:10	5.05
03/02/1994	07:32:10	2.23
03/02/1994	15:56:10	5.22
03/02/1994	12:20:10	4.13
03/02/1994	03:56:10	2.69
03/02/1994	06:20:10	2.37
03/02/1994	23:08:10	4.43
03/02/1994	09:56:10	2.86
03/02/1994	02:44:10	2.86
03/02/1994	18:20:10	4.91
03/02/1994	19:32:10	4.59
03/02/1994	20:44:10	4.43
03/03/1994	12:20:10	4.28
03/03/1994	07:32:10	2.37
03/03/1994	09:56:10	2.86
03/03/1994	08:44:10	2.54
03/03/1994	17:08:10	5.37
03/03/1994	06:20:10	2.54
03/03/1994	01:32:10	3.64
03/03/1994	21:56:10	4.43
03/03/1994	03:56:10	2.86
03/03/1994	19:32:10	4.91
03/03/1994	02:44:10	3.17
03/03/1994	00:20:10	4.13
03/03/1994	15:56:10	5.53
03/03/1994	05:08:10	2.69
03/03/1994	11:08:10	3.48
03/03/1994	18:20:10	5.22
03/03/1994	23:08:10	4.43
03/03/1994	20:44:10	4.59
03/03/1994	14:44:10	5.22
03/03/1994	13:32:10	4.74
03/04/1994	12:20:10	4.28
03/04/1994	14:44:10	5.05
03/04/1994	18:20:10	4.91
03/04/1994	19:32:10	4.74
03/04/1994	02:44:10	3.64
03/04/1994	11:08:10	3.64
03/04/1994	01:32:10	3.95
03/04/1994	20:44:10	4.59
03/04/1994	03:56:10	3.17
03/04/1994	13:32:10	4.74
03/04/1994	08:44:10	2.54
03/04/1994	21:56:10	4.43
03/04/1994	23:08:10	4.43
03/04/1994	06:20:10	2.69
03/04/1994	05:08:10	2.86
03/04/1994	00:20:10	4.43
03/04/1994	15:56:10	5.37
03/04/1994	09:56:10	3.00
03/04/1994	07:32:10	2.54
03/04/1994	17:08:10	5.05
03/05/1994	23:08:10	3.95
03/05/1994	21:56:10	4.13
03/05/1994	20:44:10	4.13
03/05/1994	17:08:10	4.43
03/05/1994	00:20:10	4.28
03/05/1994	09:56:10	3.17
03/05/1994	02:44:10	3.64
03/05/1994	18:20:10	4.43
03/05/1994	05:08:10	3.00
03/05/1994	12:20:10	3.81
03/05/1994	15:56:10	4.59
03/05/1994	01:32:10	3.95
03/05/1994	03:56:10	3.32
03/05/1994	14:44:10	4.59
03/05/1994	07:32:10	2.69
03/05/1994	06:20:10	2.86
03/05/1994	08:44:10	2.69
03/05/1994	11:08:10	3.48
03/05/1994	13:32:10	4.28
03/05/1994	19:32:10	4.28
03/06/1994	05:08:10	3.32
03/06/1994	23:08:10	3.64
03/06/1994	09:56:10	3.48
03/06/1994	08:44:10	3.17
03/06/1994	00:20:10	3.95
03/06/1994	17:08:10	4.28
03/06/1994	19:32:10	4.13
03/06/1994	11:08:10	4.28
03/06/1994	03:56:10	3.32
03/06/1994	13:32:10	4.91
03/06/1994	06:20:10	3.17
03/06/1994	01:32:10	3.64
03/06/1994	20:44:10	3.95
03/06/1994	21:56:10	3.81
03/06/1994	07:32:10	3.17
03/06/1994	14:44:10	4.59
03/06/1994	15:56:10	4.43
03/06/1994	12:20:10	4.74
03/06/1994	18:20:10	4.28
03/06/1994	02:44:10	3.48
03/07/1994	20:44:10	4.43
03/07/1994	08:44:10	2.37
03/07/1994	15:56:10	5.37
03/07/1994	09:56:10	3.00
03/07/1994	00:20:10	3.48
03/07/1994	11:08:10	3.48
03/07/1994	01:32:10	3.32
03/07/1994	12:20:10	4.28
03/07/1994	05:08:10	2.69
03/07/1994	13:32:10	4.74
03/07/1994	02:44:10	3.00
03/07/1994	07:32:10	2.37
03/07/1994	03:56:10	2.86
03/07/1994	06:20:10	2.37
03/07/1994	21:56:10	4.28
03/07/1994	14:44:10	5.22
03/07/1994	23:08:10	4.43
03/07/1994	17:08:10	5.37
03/07/1994	18:20:10	5.05
03/07/1994	19:32:10	4.74
03/08/1994	08:44:10	2.54
03/08/1994	15:56:10	4.74
03/08/1994	18:20:10	4.13
03/08/1994	09:56:10	2.86
03/08/1994	00:20:10	4.43
03/08/1994	19:32:10	3.95
03/08/1994	02:44:10	3.48
03/08/1994	12:20:10	4.13
03/08/1994	05:08:10	3.00
03/08/1994	20:44:10	3.95
03/08/1994	07:32:10	2.54
03/08/1994	14:44:10	5.05
03/08/1994	23:08:10	3.95
03/08/1994	03:56:10	3.17
03/08/1994	06:20:10	2.69
03/08/1994	01:32:10	3.95
03/08/1994	17:08:10	4.43
03/08/1994	11:08:10	3.48
03/08/1994	13:32:10	4.59
03/08/1994	21:56:10	3.95
03/09/1994	20:44:10	4.43
03/09/1994	06:20:10	2.37
03/09/1994	08:44:10	2.37
03/09/1994	15:56:10	5.22
03/09/1994	00:20:10	3.81
03/09/1994	17:08:10	5.05
03/09/1994	02:44:10	3.17
03/09/1994	11:08:10	3.48
03/09/1994	21:56:10	4.43
03/09/1994	13:32:10	4.74
03/09/1994	23:08:10	4.28
03/09/1994	01:32:10	3.48
03/09/1994	03:56:10	2.86
03/09/1994	05:08:10	2.54
03/09/1994	07:32:10	2.23
03/09/1994	14:44:10	5.05
03/09/1994	09:56:10	2.86
03/09/1994	12:20:10	4.13
03/09/1994	18:20:10	4.91
03/09/1994	19:32:10	4.59
03/10/1994	03:56:10	2.69
03/10/1994	20:44:10	4.28
03/10/1994	09:56:10	2.86
03/10/1994	11:08:10	3.32
03/10/1994	00:20:10	3.81
03/10/1994	12:20:10	3.81
03/10/1994	08:44:10	2.23
03/10/1994	13:32:10	4.28
03/10/1994	05:08:10	2.37
03/10/1994	14:44:10	4.59
03/10/1994	01:32:10	3.32
03/10/1994	15:56:10	4.59
03/10/1994	23:08:10	4.28
03/10/1994	02:44:10	3.00
03/10/1994	06:20:10	2.23
03/10/1994	07:32:10	2.06
03/10/1994	17:08:10	4.59
03/10/1994	18:20:10	4.43
03/10/1994	19:32:10	4.43
03/10/1994	21:56:10	4.13
03/11/1994	14:44:10	4.59
03/11/1994	17:08:10	5.05
03/11/1994	23:08:10	4.59
03/11/1994	09:56:10	3.17
03/11/1994	00:20:10	4.43
03/11/1994	19:32:10	4.59
03/11/1994	02:44:10	3.81
03/11/1994	11:08:10	3.32
03/11/1994	05:08:10	3.32
03/11/1994	20:44:10	4.43
03/11/1994	07:32:10	3.00
03/11/1994	01:32:10	4.13
03/11/1994	03:56:10	3.48
03/11/1994	06:20:10	3.17
03/11/1994	08:44:10	3.00
03/11/1994	13:32:10	4.13
03/11/1994	21:56:10	4.43
03/11/1994	15:56:10	4.91
03/11/1994	18:20:10	4.91
03/11/1994	12:20:10	3.48
03/12/1994	15:56:10	5.68
03/12/1994	20:44:10	4.91
03/12/1994	06:20:10	3.32
03/12/1994	08:44:10	3.17
03/12/1994	00:20:10	4.59
03/12/1994	17:08:10	5.68
03/12/1994	02:44:10	3.81
03/12/1994	11:08:10	3.95
03/12/1994	05:08:10	3.32
03/12/1994	13:32:10	4.91
03/12/1994	14:44:10	5.37
03/12/1994	01:32:10	4.13
03/12/1994	03:56:10	3.64
03/12/1994	23:08:10	4.43
03/12/1994	21:56:10	4.59
03/12/1994	07:32:10	3.17
03/12/1994	09:56:10	3.48
03/12/1994	12:20:10	4.43
03/12/1994	18:20:10	5.53
03/12/1994	19:32:10	5.22
03/13/1994	01:32:10	3.81
03/13/1994	20:44:10	5.22
03/13/1994	03:56:10	3.17
03/13/1994	06:20:10	2.69
03/13/1994	00:20:10	4.28
03/13/1994	12:20:10	4.43
03/13/1994	09:56:10	3.17
03/13/1994	13:32:10	5.05
03/13/1994	11:08:10	3.81
03/13/1994	14:44:10	5.53
03/13/1994	07:32:10	2.54
03/13/1994	15:56:10	5.84
03/13/1994	23:08:10	5.22
03/13/1994	02:44:10	3.48
03/13/1994	05:08:10	2.86
03/13/1994	08:44:10	2.69
03/13/1994	17:08:10	5.84
03/13/1994	18:20:10	5.68
03/13/1994	19:32:10	5.37
03/13/1994	21:56:10	5.05
03/14/1994	17:08:10	5.84
03/14/1994	14:44:10	5.53
03/14/1994	20:44:10	5.05
03/14/1994	09:56:10	3.32
03/14/1994	00:20:10	5.22
03/14/1994	11:08:10	3.81
03/14/1994	02:44:10	4.13
03/14/1994	12:20:10	4.59
03/14/1994	05:08:10	3.48
03/14/1994	21:56:10	4.74
03/14/1994	07:32:10	3.00
03/14/1994	01:32:10	4.59
03/14/1994	03:56:10	3.81
03/14/1994	06:20:10	3.17
03/14/1994	08:44:10	3.00
03/14/1994	13:32:10	5.22
03/14/1994	23:08:10	4.91
03/14/1994	15:56:10	5.84
03/14/1994	18:20:10	5.68
03/14/1994	19:32:10	5.37
03/15/1994	17:08:10	5.98
03/15/1994	19:32:10	5.53
03/15/1994	23:08:10	5.37
03/15/1994	15:56:10	5.98
03/15/1994	06:20:10	3.00
03/15/1994	09:56:10	3.48
03/15/1994	01:32:10	4.43
03/15/1994	12:20:10	4.74
03/15/1994	03:56:10	3.64
03/15/1994	13:32:10	5.37
03/15/1994	07:32:10	2.86
03/15/1994	08:44:10	3.00
03/15/1994	21:56:10	5.22
03/15/1994	02:44:10	3.95
03/15/1994	05:08:10	3.32
03/15/1994	14:44:10	5.84
03/15/1994	00:20:10	4.91
03/15/1994	11:08:10	4.13
03/15/1994	18:20:10	5.84
03/15/1994	20:44:10	5.37
03/16/1994	19:32:10	4.74
03/16/1994	20:44:10	4.74
03/16/1994	21:56:10	4.74
03/16/1994	07:32:10	3.00
03/16/1994	02:44:10	4.28
03/16/1994	15:56:10	4.91
03/16/1994	00:20:10	5.37
03/16/1994	09:56:10	3.48
03/16/1994	23:08:10	4.91
03/16/1994	03:56:10	3.95
03/16/1994	05:08:10	3.48
03/16/1994	11:08:10	3.81
03/16/1994	12:20:10	4.13
03/16/1994	13:32:10	4.59
03/16/1994	14:44:10	4.74
03/16/1994	06:20:10	3.17
03/16/1994	08:44:10	3.17
03/16/1994	01:32:10	4.74
03/16/1994	17:08:10	4.91
03/16/1994	18:20:10	4.91
03/17/1994	19:32:10	5.53
03/17/1994	23:08:10	5.05
03/17/1994	21:56:10	5.05
03/17/1994	07:32:10	3.64
03/17/1994	14:44:10	6.30
03/17/1994	15:56:10	6.47
03/17/1994	00:20:10	4.74
03/17/1994	09:56:10	3.95
03/17/1994	02:44:10	4.28
03/17/1994	03:56:10	4.13
03/17/1994	05:08:10	3.95
03/17/1994	11:08:10	4.74
03/17/1994	12:20:10	5.37
03/17/1994	13:32:10	5.84
03/17/1994	20:44:10	5.22
03/17/1994	06:20:10	3.81
03/17/1994	08:44:10	3.64
03/17/1994	01:32:10	4.59
03/17/1994	17:08:10	6.30
03/17/1994	18:20:10	5.98
03/18/1994	19:32:10	4.28
03/18/1994	06:20:10	3.00
03/18/1994	21:56:10	4.13
03/18/1994	15:56:10	4.43
03/18/1994	11:08:10	3.48
03/18/1994	08:44:10	3.00
03/18/1994	00:20:10	5.22
03/18/1994	17:08:10	4.43
03/18/1994	13:32:10	3.64
03/18/1994	01:32:10	4.59
03/18/1994	14:44:10	3.95
03/18/1994	23:08:10	4.13
03/18/1994	12:20:10	3.64
03/18/1994	03:56:10	3.64
03/18/1994	20:44:10	4.13
03/18/1994	05:08:10	3.32
03/18/1994	07:32:10	2.86
03/18/1994	09:56:10	3.32
03/18/1994	02:44:10	4.13
03/18/1994	18:20:10	4.28
03/19/1994	14:44:10	6.47
03/19/1994	19:32:10	5.37
03/19/1994	07:32:10	3.48
03/19/1994	15:56:10	6.30
03/19/1994	23:08:10	5.22
03/19/1994	09:56:10	4.13
03/19/1994	11:08:10	4.91
03/19/1994	03:56:10	3.64
03/19/1994	02:44:10	3.81
03/19/1994	06:20:10	3.64
03/19/1994	05:08:10	3.64
03/19/1994	08:44:10	3.64
03/19/1994	21:56:10	5.22
03/19/1994	12:20:10	5.98
03/19/1994	13:32:10	6.47
03/19/1994	00:20:10	4.13
03/19/1994	01:32:10	3.95
03/19/1994	17:08:10	5.98
03/19/1994	18:20:10	5.68
03/19/1994	20:44:10	5.37
03/20/1994	21:56:10	4.74
03/20/1994	20:44:10	4.91
03/20/1994	19:32:10	5.22
03/20/1994	07:32:10	2.86
03/20/1994	14:44:10	5.68
03/20/1994	15:56:10	5.84
03/20/1994	00:20:10	4.91
03/20/1994	09:56:10	3.48
03/20/1994	13:32:10	5.37
03/20/1994	02:44:10	4.13
03/20/1994	05:08:10	3.48
03/20/1994	23:08:10	4.91
03/20/1994	12:20:10	4.74
03/20/1994	03:56:10	3.81
03/20/1994	06:20:10	3.17
03/20/1994	01:32:10	4.59
03/20/1994	08:44:10	3.00
03/20/1994	11:08:10	3.95
03/20/1994	17:08:10	5.84
03/20/1994	18:20:10	5.53
03/21/1994	19:32:10	5.68
03/21/1994	14:44:10	5.98
03/21/1994	21:56:10	5.22
03/21/1994	07:32:10	2.69
03/21/1994	23:08:10	5.37
03/21/1994	15:56:10	6.16
03/21/1994	11:08:10	4.13
03/21/1994	09:56:10	3.48
03/21/1994	02:44:10	3.81
03/21/1994	03:56:10	3.48
03/21/1994	05:08:10	3.00
03/21/1994	00:20:10	4.91
03/21/1994	12:20:10	4.91
03/21/1994	13:32:10	5.53
03/21/1994	20:44:10	5.37
03/21/1994	06:20:10	2.86
03/21/1994	08:44:10	3.00
03/21/1994	01:32:10	4.28
03/21/1994	17:08:10	6.16
03/21/1994	18:20:10	5.98
03/22/1994	14:44:10	5.84
03/22/1994	19:32:10	5.37
03/22/1994	07:32:10	3.17
03/22/1994	15:56:10	5.68
03/22/1994	23:08:10	5.37
03/22/1994	09:56:10	3.81
03/22/1994	00:20:10	5.53
03/22/1994	03:56:10	3.95
03/22/1994	02:44:10	4.43
03/22/1994	06:20:10	3.32
03/22/1994	05:08:10	3.64
03/22/1994	08:44:10	3.48
03/22/1994	21:56:10	5.37
03/22/1994	12:20:10	5.53
03/22/1994	13:32:10	5.98
03/22/1994	11:08:10	4.43
03/22/1994	01:32:10	4.91
03/22/1994	17:08:10	5.53
03/22/1994	18:20:10	5.53
03/22/1994	20:44:10	5.37
03/23/1994	21:56:10	3.95
03/23/1994	20:44:10	3.95
03/23/1994	19:32:10	3.95
03/23/1994	07:32:10	2.37
03/23/1994	23:08:10	4.13
03/23/1994	15:56:10	3.95
03/23/1994	00:20:10	5.05
03/23/1994	09:56:10	3.17
03/23/1994	02:44:10	4.13
03/23/1994	03:56:10	3.64
03/23/1994	05:08:10	3.17
03/23/1994	11:08:10	3.64
03/23/1994	12:20:10	3.81
03/23/1994	13:32:10	4.13
03/23/1994	14:44:10	3.95
03/23/1994	06:20:10	2.54
03/23/1994	08:44:10	2.69
03/23/1994	01:32:10	4.59
03/23/1994	17:08:10	4.28
03/23/1994	18:20:10	4.28
03/24/1994	19:32:10	4.74
03/24/1994	15:56:10	5.05
03/24/1994	21:56:10	4.59
03/24/1994	08:44:10	3.00
03/24/1994	11:08:10	3.81
03/24/1994	17:08:10	4.91
03/24/1994	00:20:10	4.13
03/24/1994	01:32:10	3.81
03/24/1994	13:32:10	4.74
03/24/1994	05:08:10	3.00
03/24/1994	14:44:10	5.05
03/24/1994	07:32:10	2.86
03/24/1994	20:44:10	4.59
03/24/1994	12:20:10	4.13
03/24/1994	03:56:10	3.17
03/24/1994	06:20:10	2.86
03/24/1994	23:08:10	4.59
03/24/1994	09:56:10	3.32
03/24/1994	02:44:10	3.48
03/24/1994	18:20:10	4.74
03/25/1994	21:56:10	4.74
03/25/1994	20:44:10	5.05
03/25/1994	19:32:10	5.22
03/25/1994	07:32:10	3.00
03/25/1994	23:08:10	4.59
03/25/1994	15:56:10	5.53
03/25/1994	11:08:10	4.59
03/25/1994	09:56:10	3.95
03/25/1994	02:44:10	3.95
03/25/1994	03:56:10	3.64
03/25/1994	05:08:10	3.32
03/25/1994	00:20:10	4.59
03/25/1994	12:20:10	5.37
03/25/1994	13:32:10	5.53
03/25/1994	14:44:10	5.68
03/25/1994	06:20:10	3.17
03/25/1994	08:44:10	3.32
03/25/1994	01:32:10	4.13
03/25/1994	17:08:10	5.37
03/25/1994	18:20:10	5.37
03/26/1994	06:20:10	2.86
03/26/1994	19:32:10	3.95
03/26/1994	21:56:10	3.95
03/26/1994	07:32:10	2.86
03/26/1994	14:44:10	4.43
03/26/1994	15:56:10	4.28
03/26/1994	00:20:10	4.59
03/26/1994	09:56:10	3.64
03/26/1994	13:32:10	4.74
03/26/1994	02:44:10	3.81
03/26/1994	05:08:10	3.17
03/26/1994	23:08:10	3.95
03/26/1994	12:20:10	4.74
03/26/1994	03:56:10	3.48
03/26/1994	20:44:10	3.95
03/26/1994	01:32:10	4.28
03/26/1994	08:44:10	3.00
03/26/1994	11:08:10	4.43
03/26/1994	17:08:10	4.13
03/26/1994	18:20:10	3.95
03/27/1994	14:44:10	3.95
03/27/1994	19:32:10	3.81
03/27/1994	07:32:10	2.37
03/27/1994	15:56:10	4.28
03/27/1994	23:08:10	3.32
03/27/1994	09:56:10	2.86
03/27/1994	11:08:10	3.00
03/27/1994	03:56:10	3.17
03/27/1994	02:44:10	3.48
03/27/1994	06:20:10	2.69
03/27/1994	05:08:10	2.86
03/27/1994	08:44:10	2.69
03/27/1994	21:56:10	3.17
03/27/1994	12:20:10	3.95
03/27/1994	13:32:10	3.95
03/27/1994	00:20:10	3.95
03/27/1994	01:32:10	3.64
03/27/1994	17:08:10	4.43
03/27/1994	18:20:10	4.13
03/27/1994	20:44:10	3.48
03/28/1994	19:32:10	5.37
03/28/1994	20:44:10	5.22
03/28/1994	21:56:10	5.05
03/28/1994	07:32:10	2.23
03/28/1994	11:08:10	3.64
03/28/1994	15:56:10	5.98
03/28/1994	00:20:10	3.48
03/28/1994	09:56:10	2.69
03/28/1994	02:44:10	2.86
03/28/1994	03:56:10	2.69
03/28/1994	05:08:10	2.37
03/28/1994	23:08:10	5.22
03/28/1994	12:20:10	4.59
03/28/1994	13:32:10	5.22
03/28/1994	14:44:10	5.68
03/28/1994	06:20:10	2.23
03/28/1994	08:44:10	2.23
03/28/1994	01:32:10	3.17
03/28/1994	17:08:10	5.84
03/28/1994	18:20:10	5.53
03/29/1994	19:32:10	5.37
03/29/1994	06:20:10	3.64
03/29/1994	21:56:10	4.74
03/29/1994	15:56:10	6.30
03/29/1994	11:08:10	4.43
03/29/1994	08:44:10	3.48
03/29/1994	00:20:10	5.22
03/29/1994	17:08:10	6.30
03/29/1994	13:32:10	5.22
03/29/1994	01:32:10	4.74
03/29/1994	14:44:10	5.84
03/29/1994	23:08:10	4.74
03/29/1994	12:20:10	4.74
03/29/1994	03:56:10	4.13
03/29/1994	20:44:10	5.05
03/29/1994	05:08:10	3.81
03/29/1994	07:32:10	3.48
03/29/1994	09:56:10	4.13
03/29/1994	02:44:10	4.43
03/29/1994	18:20:10	5.98
03/30/1994	14:44:10	6.16
03/30/1994	19:32:10	5.98
03/30/1994	07:32:10	2.69
03/30/1994	15:56:10	6.47
03/30/1994	23:08:10	5.68
03/30/1994	09:56:10	3.81
03/30/1994	11:08:10	4.43
03/30/1994	03:56:10	3.48
03/30/1994	02:44:10	3.81
03/30/1994	06:20:10	2.86
03/30/1994	05:08:10	3.17
03/30/1994	08:44:10	3.00
03/30/1994	21:56:10	5.53
03/30/1994	12:20:10	5.22
03/30/1994	13:32:10	5.68
03/30/1994	00:20:10	4.74
03/30/1994	01:32:10	4.28
03/30/1994	17:08:10	6.47
03/30/1994	18:20:10	6.30
03/30/1994	20:44:10	5.68
03/31/1994	21:56:10	5.68
03/31/1994	20:44:10	5.98
03/31/1994	19:32:10	6.30
03/31/1994	07:32:10	3.17
03/31/1994	23:08:10	5.84
03/31/1994	15:56:10	6.78
03/31/1994	00:20:10	5.68
03/31/1994	09:56:10	4.13
03/31/1994	02:44:10	4.59
03/31/1994	03:56:10	4.13
03/31/1994	05:08:10	3.64
03/31/1994	11:08:10	4.74
03/31/1994	12:20:10	5.53
03/31/1994	13:32:10	6.16
03/31/1994	14:44:10	6.61
03/31/1994	06:20:10	3.17
03/31/1994	08:44:10	3.48
